GlcADG,[M+NH4]+,[M-C6H9O6-NH4+H+H]+,[DAG-H20],sn1 loss,sn2 loss
GlcADG(18:1_2:0)+NH4,592.36968,399.31104,381.30048,117.05532,339.28992
GlcADG(18:1_20:0)+NH4,844.65139,651.59275,633.58219,369.33702,339.2901
GlcADG(18:1_20:1)+NH4,842.63574,649.5771,631.56654,367.32137,339.29009
GlcADG(18:1_20:2)+NH4,840.62009,647.56145,629.55089,365.30572,339.29008
GlcADG(18:1_20:3)+NH4,838.60444,645.5458,627.53524,363.29007,339.29007
GlcADG(18:1_20:4)+NH4,836.58879,643.53015,625.51959,361.27442,339.29006
GlcADG(18:1_20:5)+NH4,834.57314,641.5145,623.50394,359.25877,339.29005
GlcADG(18:1_21:0)+NH4,858.66704,665.6084,647.59784,383.35267,339.29011
GlcADG(18:1_22:0)+NH4,872.68269,679.62405,661.61349,397.36832,339.29012
GlcADG(18:1_22:1)+NH4,870.66704,677.6084,659.59784,395.35267,339.29011
GlcADG(18:1_22:2)+NH4,868.65139,675.59275,657.58219,393.33702,339.2901
GlcADG(18:1_22:4)+NH4,864.62009,671.56145,653.55089,389.30572,339.29008
GlcADG(18:1_22:5)+NH4,862.60444,669.5458,651.53524,387.29007,339.29007
GlcADG(18:1_22:6)+NH4,860.58879,667.53015,649.51959,385.27442,339.29006
GlcADG(18:1_23:0)+NH4,886.69834,693.6397,675.62914,411.38397,339.29013
GlcADG(18:1_24:0)+NH4,900.71399,707.65535,689.64479,425.39962,339.29014
GlcADG(18:1_24:1)+NH4,898.69834,705.6397,687.62914,423.38397,339.29013
GlcADG(18:1_24:4)+NH4,892.65139,699.59275,681.58219,417.33702,339.2901
GlcADG(18:1_25:0)+NH4,914.72964,721.671,703.66044,439.41527,339.29015
GlcADG(18:1_26:0)+NH4,928.74529,735.68665,717.67609,453.43092,339.29016
GlcADG(18:1_26:1)+NH4,926.72964,733.671,715.66044,451.41527,339.29015
GlcADG(18:1_26:2)+NH4,924.71399,731.65535,713.64479,449.39962,339.29014
GlcADG(18:1_3:0)+NH4,606.38533,413.32669,395.31613,131.07097,339.28993
GlcADG(18:1_4:0)+NH4,620.40098,427.34234,409.33178,145.08662,339.28994
GlcADG(18:1_5:0)+NH4,634.41664,441.358,423.34744,159.10227,339.28995
GlcADG(18:1_6:0)+NH4,648.43229,455.37365,437.36309,173.11792,339.28996
GlcADG(18:1_7:0)+NH4,662.44794,469.3893,451.37874,187.13357,339.28997
GlcADG(18:1_8:0)+NH4,676.46359,483.40495,465.39439,201.14922,339.28998
GlcADG(18:1_9:0)+NH4,690.47924,497.4206,479.41004,215.16487,339.28999
GlcADG(18:2_18:2)+NH4,810.57314,617.5145,599.50394,337.27441,337.27441
GlcADG(18:2_18:3)+NH4,808.55749,615.49885,597.48829,335.25876,337.2744
GlcADG(18:2_18:4)+NH4,806.54184,613.4832,595.47264,333.24311,337.27439
GlcADG(18:2_19:0)+NH4,828.62009,635.56145,617.55089,355.32136,337.27444
GlcADG(18:2_2:0)+NH4,590.35403,397.29539,379.28483,117.05531,337.27427
GlcADG(18:2_20:0)+NH4,842.63574,649.5771,631.56654,369.33701,337.27445
GlcADG(18:2_20:1)+NH4,840.62009,647.56145,629.55089,367.32136,337.27444
GlcADG(18:2_20:2)+NH4,838.60444,645.5458,627.53524,365.30571,337.27443
GlcADG(18:2_20:3)+NH4,836.58879,643.53015,625.51959,363.29006,337.27442
GlcADG(18:2_20:4)+NH4,834.57314,641.5145,623.50394,361.27441,337.27441
GlcADG(18:2_20:5)+NH4,832.55749,639.49885,621.48829,359.25876,337.2744
GlcADG(18:2_21:0)+NH4,856.65139,663.59275,645.58219,383.35266,337.27446
GlcADG(18:2_22:0)+NH4,870.66704,677.6084,659.59784,397.36831,337.27447
GlcADG(18:2_22:1)+NH4,868.65139,675.59275,657.58219,395.35266,337.27446
GlcADG(18:2_22:2)+NH4,866.63574,673.5771,655.56654,393.33701,337.27445
GlcADG(18:2_22:4)+NH4,862.60444,669.5458,651.53524,389.30571,337.27443
GlcADG(18:2_22:5)+NH4,860.58879,667.53015,649.51959,387.29006,337.27442
GlcADG(18:2_22:6)+NH4,858.57314,665.5145,647.50394,385.27441,337.27441
GlcADG(18:2_23:0)+NH4,884.68269,691.62405,673.61349,411.38396,337.27448
GlcADG(18:2_24:0)+NH4,898.69834,705.6397,687.62914,425.39961,337.27449
GlcADG(18:2_24:1)+NH4,896.68269,703.62405,685.61349,423.38396,337.27448
GlcADG(18:2_24:4)+NH4,890.63574,697.5771,679.56654,417.33701,337.27445
GlcADG(18:2_25:0)+NH4,912.71399,719.65535,701.64479,439.41526,337.2745
GlcADG(18:2_26:0)+NH4,926.72964,733.671,715.66044,453.43091,337.27451
GlcADG(18:2_26:1)+NH4,924.71399,731.65535,713.64479,451.41526,337.2745
GlcADG(18:2_26:2)+NH4,922.69834,729.6397,711.62914,449.39961,337.27449
GlcADG(18:2_3:0)+NH4,604.36968,411.31104,393.30048,131.07096,337.27428
GlcADG(18:2_4:0)+NH4,618.38533,425.32669,407.31613,145.08661,337.27429
GlcADG(18:2_5:0)+NH4,632.40098,439.34234,421.33178,159.10226,337.2743
GlcADG(18:2_6:0)+NH4,646.41664,453.358,435.34744,173.11791,337.27431
GlcADG(18:2_7:0)+NH4,660.43229,467.37365,449.36309,187.13356,337.27432
GlcADG(18:2_8:0)+NH4,674.44794,481.3893,463.37874,201.14921,337.27433
GlcADG(18:2_9:0)+NH4,688.46359,495.40495,477.39439,215.16486,337.27434
GlcADG(18:3_18:3)+NH4,806.54184,613.4832,595.47264,335.25875,335.25875
GlcADG(18:3_18:4)+NH4,804.52619,611.46755,593.45699,333.2431,335.25874
GlcADG(18:3_19:0)+NH4,826.60444,633.5458,615.53524,355.32135,335.25879
GlcADG(18:3_2:0)+NH4,588.33838,395.27974,377.26918,117.0553,335.25862
GlcADG(18:3_20:0)+NH4,840.62009,647.56145,629.55089,369.337,335.2588
GlcADG(18:3_20:1)+NH4,838.60444,645.5458,627.53524,367.32135,335.25879
GlcADG(18:3_20:2)+NH4,836.58879,643.53015,625.51959,365.3057,335.25878
GlcADG(18:3_20:3)+NH4,834.57314,641.5145,623.50394,363.29005,335.25877
GlcADG(18:3_20:4)+NH4,832.55749,639.49885,621.48829,361.2744,335.25876
GlcADG(18:3_20:5)+NH4,830.54184,637.4832,619.47264,359.25875,335.25875
GlcADG(18:3_21:0)+NH4,854.63574,661.5771,643.56654,383.35265,335.25881
GlcADG(18:3_22:0)+NH4,868.65139,675.59275,657.58219,397.3683,335.25882
GlcADG(18:3_22:1)+NH4,866.63574,673.5771,655.56654,395.35265,335.25881
GlcADG(18:3_22:2)+NH4,864.62009,671.56145,653.55089,393.337,335.2588
GlcADG(18:3_22:4)+NH4,860.58879,667.53015,649.51959,389.3057,335.25878
GlcADG(18:3_22:5)+NH4,858.57314,665.5145,647.50394,387.29005,335.25877
GlcADG(18:3_22:6)+NH4,856.55749,663.49885,645.48829,385.2744,335.25876
GlcADG(18:3_23:0)+NH4,882.66704,689.6084,671.59784,411.38395,335.25883
GlcADG(18:3_24:0)+NH4,896.68269,703.62405,685.61349,425.3996,335.25884
GlcADG(18:3_24:1)+NH4,894.66704,701.6084,683.59784,423.38395,335.25883
GlcADG(18:3_24:4)+NH4,888.62009,695.56145,677.55089,417.337,335.2588
GlcADG(18:3_25:0)+NH4,910.69834,717.6397,699.62914,439.41525,335.25885
GlcADG(18:3_26:0)+NH4,924.71399,731.65535,713.64479,453.4309,335.25886
GlcADG(18:3_26:1)+NH4,922.69834,729.6397,711.62914,451.41525,335.25885
GlcADG(18:3_26:2)+NH4,920.68269,727.62405,709.61349,449.3996,335.25884
GlcADG(18:3_3:0)+NH4,602.35403,409.29539,391.28483,131.07095,335.25863
GlcADG(18:3_4:0)+NH4,616.36968,423.31104,405.30048,145.0866,335.25864
GlcADG(18:3_5:0)+NH4,630.38533,437.32669,419.31613,159.10225,335.25865
GlcADG(18:3_6:0)+NH4,644.40098,451.34234,433.33178,173.1179,335.25866
GlcADG(18:3_7:0)+NH4,658.41664,465.358,447.34744,187.13355,335.25867
GlcADG(18:3_8:0)+NH4,672.43229,479.37365,461.36309,201.1492,335.25868
GlcADG(18:3_9:0)+NH4,686.44794,493.3893,475.37874,215.16485,335.25869
GlcADG(18:4_18:4)+NH4,802.51054,609.4519,591.44134,333.24309,333.24309
GlcADG(18:4_19:0)+NH4,824.58879,631.53015,613.51959,355.32134,333.24314
GlcADG(18:4_2:0)+NH4,586.32273,393.26409,375.25353,117.05529,333.24297
GlcADG(18:4_20:0)+NH4,838.60444,645.5458,627.53524,369.33699,333.24315
GlcADG(18:4_20:1)+NH4,836.58879,643.53015,625.51959,367.32134,333.24314
GlcADG(18:4_20:2)+NH4,834.57314,641.5145,623.50394,365.30569,333.24313
GlcADG(18:4_20:3)+NH4,832.55749,639.49885,621.48829,363.29004,333.24312
GlcADG(18:4_20:4)+NH4,830.54184,637.4832,619.47264,361.27439,333.24311
GlcADG(18:4_20:5)+NH4,828.52619,635.46755,617.45699,359.25874,333.2431
GlcADG(18:4_21:0)+NH4,852.62009,659.56145,641.55089,383.35264,333.24316
GlcADG(18:4_22:0)+NH4,866.63574,673.5771,655.56654,397.36829,333.24317
GlcADG(18:4_22:1)+NH4,864.62009,671.56145,653.55089,395.35264,333.24316
GlcADG(18:4_22:2)+NH4,862.60444,669.5458,651.53524,393.33699,333.24315
GlcADG(18:4_22:4)+NH4,858.57314,665.5145,647.50394,389.30569,333.24313
GlcADG(18:4_22:5)+NH4,856.55749,663.49885,645.48829,387.29004,333.24312
GlcADG(18:4_22:6)+NH4,854.54184,661.4832,643.47264,385.27439,333.24311
GlcADG(18:4_23:0)+NH4,880.65139,687.59275,669.58219,411.38394,333.24318
GlcADG(18:4_24:0)+NH4,894.66704,701.6084,683.59784,425.39959,333.24319
GlcADG(18:4_24:1)+NH4,892.65139,699.59275,681.58219,423.38394,333.24318
GlcADG(18:4_24:4)+NH4,886.60444,693.5458,675.53524,417.33699,333.24315
GlcADG(18:4_25:0)+NH4,908.68269,715.62405,697.61349,439.41524,333.2432
GlcADG(18:4_26:0)+NH4,922.69834,729.6397,711.62914,453.43089,333.24321
GlcADG(18:4_26:1)+NH4,920.68269,727.62405,709.61349,451.41524,333.2432
GlcADG(18:4_26:2)+NH4,918.66704,725.6084,707.59784,449.39959,333.24319
GlcADG(18:4_3:0)+NH4,600.33838,407.27974,389.26918,131.07094,333.24298
GlcADG(18:4_4:0)+NH4,614.35403,421.29539,403.28483,145.08659,333.24299
GlcADG(18:4_5:0)+NH4,628.36968,435.31104,417.30048,159.10224,333.243
GlcADG(18:4_6:0)+NH4,642.38533,449.32669,431.31613,173.11789,333.24301
GlcADG(18:4_7:0)+NH4,656.40098,463.34234,445.33178,187.13354,333.24302
GlcADG(18:4_8:0)+NH4,670.41664,477.358,459.34744,201.14919,333.24303
GlcADG(18:4_9:0)+NH4,684.43229,491.37365,473.36309,215.16484,333.24304
GlcADG(19:0_19:0)+NH4,846.66704,653.6084,635.59784,355.32139,355.32139
GlcADG(19:0_2:0)+NH4,608.40098,415.34234,397.33178,117.05534,355.32122
GlcADG(19:0_20:0)+NH4,860.68269,667.62405,649.61349,369.33704,355.3214
GlcADG(19:0_20:1)+NH4,858.66704,665.6084,647.59784,367.32139,355.32139
GlcADG(19:0_20:2)+NH4,856.65139,663.59275,645.58219,365.30574,355.32138
GlcADG(19:0_20:3)+NH4,854.63574,661.5771,643.56654,363.29009,355.32137
GlcADG(19:0_20:4)+NH4,852.62009,659.56145,641.55089,361.27444,355.32136
GlcADG(19:0_20:5)+NH4,850.60444,657.5458,639.53524,359.25879,355.32135
GlcADG(19:0_21:0)+NH4,874.69834,681.6397,663.62914,383.35269,355.32141
GlcADG(19:0_22:0)+NH4,888.71399,695.65535,677.64479,397.36834,355.32142
GlcADG(19:0_22:1)+NH4,886.69834,693.6397,675.62914,395.35269,355.32141
GlcADG(19:0_22:2)+NH4,884.68269,691.62405,673.61349,393.33704,355.3214
GlcADG(19:0_22:4)+NH4,880.65139,687.59275,669.58219,389.30574,355.32138
GlcADG(19:0_22:5)+NH4,878.63574,685.5771,667.56654,387.29009,355.32137
GlcADG(19:0_22:6)+NH4,876.62009,683.56145,665.55089,385.27444,355.32136
GlcADG(19:0_23:0)+NH4,902.72964,709.671,691.66044,411.38399,355.32143
GlcADG(19:0_24:0)+NH4,916.74529,723.68665,705.67609,425.39964,355.32144
GlcADG(19:0_24:1)+NH4,914.72964,721.671,703.66044,423.38399,355.32143
GlcADG(19:0_24:4)+NH4,908.68269,715.62405,697.61349,417.33704,355.3214
GlcADG(19:0_25:0)+NH4,930.76094,737.7023,719.69174,439.41529,355.32145
GlcADG(19:0_26:0)+NH4,944.77659,751.71795,733.70739,453.43094,355.32146
GlcADG(19:0_26:1)+NH4,942.76094,749.7023,731.69174,451.41529,355.32145
GlcADG(19:0_26:2)+NH4,940.74529,747.68665,729.67609,449.39964,355.32144
GlcADG(19:0_3:0)+NH4,622.41664,429.358,411.34744,131.07099,355.32123
GlcADG(19:0_4:0)+NH4,636.43229,443.37365,425.36309,145.08664,355.32124
GlcADG(19:0_5:0)+NH4,650.44794,457.3893,439.37874,159.10229,355.32125
GlcADG(19:0_6:0)+NH4,664.46359,471.40495,453.39439,173.11794,355.32126
GlcADG(19:0_7:0)+NH4,678.47924,485.4206,467.41004,187.13359,355.32127
GlcADG(19:0_8:0)+NH4,692.49489,499.43625,481.42569,201.14924,355.32128
GlcADG(19:0_9:0)+NH4,706.51054,513.4519,495.44134,215.16489,355.32129
GlcADG(2:0_2:0)+NH4,370.13493,177.07629,159.06573,117.05517,117.05517
GlcADG(2:0_20:0)+NH4,622.41664,429.358,411.34744,369.33687,117.05535
GlcADG(2:0_20:1)+NH4,620.40098,427.34234,409.33178,367.32122,117.05534
GlcADG(2:0_20:2)+NH4,618.38533,425.32669,407.31613,365.30557,117.05533
GlcADG(2:0_20:3)+NH4,616.36968,423.31104,405.30048,363.28992,117.05532
GlcADG(2:0_20:4)+NH4,614.35403,421.29539,403.28483,361.27427,117.05531
GlcADG(2:0_20:5)+NH4,612.33838,419.27974,401.26918,359.25862,117.0553
GlcADG(2:0_21:0)+NH4,636.43229,443.37365,425.36309,383.35252,117.05536
GlcADG(2:0_22:0)+NH4,650.44794,457.3893,439.37874,397.36817,117.05537
GlcADG(2:0_22:1)+NH4,648.43229,455.37365,437.36309,395.35252,117.05536
GlcADG(2:0_22:2)+NH4,646.41664,453.358,435.34744,393.33687,117.05535
GlcADG(2:0_22:4)+NH4,642.38533,449.32669,431.31613,389.30557,117.05533
GlcADG(2:0_22:5)+NH4,640.36968,447.31104,429.30048,387.28992,117.05532
GlcADG(2:0_22:6)+NH4,638.35403,445.29539,427.28483,385.27427,117.05531
GlcADG(2:0_23:0)+NH4,664.46359,471.40495,453.39439,411.38382,117.05538
GlcADG(2:0_24:0)+NH4,678.47924,485.4206,467.41004,425.39947,117.05539
GlcADG(2:0_24:1)+NH4,676.46359,483.40495,465.39439,423.38382,117.05538
GlcADG(2:0_24:4)+NH4,670.41664,477.358,459.34744,417.33687,117.05535
GlcADG(2:0_25:0)+NH4,692.49489,499.43625,481.42569,439.41512,117.0554
GlcADG(2:0_26:0)+NH4,706.51054,513.4519,495.44134,453.43077,117.05541
GlcADG(2:0_26:1)+NH4,704.49489,511.43625,493.42569,451.41512,117.0554
GlcADG(2:0_26:2)+NH4,702.47924,509.4206,491.41004,449.39947,117.05539
GlcADG(2:0_3:0)+NH4,384.15058,191.09194,173.08138,131.07082,117.05518
GlcADG(2:0_4:0)+NH4,398.16623,205.10759,187.09703,145.08647,117.05519
GlcADG(2:0_5:0)+NH4,412.18188,219.12324,201.11268,159.10212,117.0552
GlcADG(2:0_6:0)+NH4,426.19753,233.13889,215.12833,173.11777,117.05521
GlcADG(2:0_7:0)+NH4,440.21318,247.15454,229.14398,187.13342,117.05522
GlcADG(2:0_8:0)+NH4,454.22883,261.17019,243.15963,201.14907,117.05523
GlcADG(2:0_9:0)+NH4,468.24448,275.18584,257.17528,215.16472,117.05524
GlcADG(20:0_20:0)+NH4,874.69834,681.6397,663.62914,369.33705,369.33705
GlcADG(20:0_20:1)+NH4,872.68269,679.62405,661.61349,367.3214,369.33704
GlcADG(20:0_20:2)+NH4,870.66704,677.6084,659.59784,365.30575,369.33703
GlcADG(20:0_20:3)+NH4,868.65139,675.59275,657.58219,363.2901,369.33702
GlcADG(20:0_20:4)+NH4,866.63574,673.5771,655.56654,361.27445,369.33701
GlcADG(20:0_20:5)+NH4,864.62009,671.56145,653.55089,359.2588,369.337
GlcADG(20:0_21:0)+NH4,888.71399,695.65535,677.64479,383.3527,369.33706
GlcADG(20:0_22:0)+NH4,902.72964,709.671,691.66044,397.36835,369.33707
GlcADG(20:0_22:1)+NH4,900.71399,707.65535,689.64479,395.3527,369.33706
GlcADG(20:0_22:2)+NH4,898.69834,705.6397,687.62914,393.33705,369.33705
GlcADG(20:0_22:4)+NH4,894.66704,701.6084,683.59784,389.30575,369.33703
GlcADG(20:0_22:5)+NH4,892.65139,699.59275,681.58219,387.2901,369.33702
GlcADG(20:0_22:6)+NH4,890.63574,697.5771,679.56654,385.27445,369.33701
GlcADG(20:0_23:0)+NH4,916.74529,723.68665,705.67609,411.384,369.33708
GlcADG(20:0_24:0)+NH4,930.76094,737.7023,719.69174,425.39965,369.33709
GlcADG(20:0_24:1)+NH4,928.74529,735.68665,717.67609,423.384,369.33708
GlcADG(20:0_24:4)+NH4,922.69834,729.6397,711.62914,417.33705,369.33705
GlcADG(20:0_25:0)+NH4,944.77659,751.71795,733.70739,439.4153,369.3371
GlcADG(20:0_26:0)+NH4,958.79224,765.7336,747.72304,453.43095,369.33711
GlcADG(20:0_26:1)+NH4,956.77659,763.71795,745.70739,451.4153,369.3371
GlcADG(20:0_26:2)+NH4,954.76094,761.7023,743.69174,449.39965,369.33709
GlcADG(20:0_3:0)+NH4,636.43229,443.37365,425.36309,131.071,369.33688
GlcADG(20:0_4:0)+NH4,650.44794,457.3893,439.37874,145.08665,369.33689
GlcADG(20:0_5:0)+NH4,664.46359,471.40495,453.39439,159.1023,369.3369
GlcADG(20:0_6:0)+NH4,678.47924,485.4206,467.41004,173.11795,369.33691
GlcADG(20:0_7:0)+NH4,692.49489,499.43625,481.42569,187.1336,369.33692
GlcADG(20:0_8:0)+NH4,706.51054,513.4519,495.44134,201.14925,369.33693
GlcADG(20:0_9:0)+NH4,720.52619,527.46755,509.45699,215.1649,369.33694
GlcADG(20:1_20:1)+NH4,870.66704,677.6084,659.59784,367.32139,367.32139
GlcADG(20:1_20:2)+NH4,868.65139,675.59275,657.58219,365.30574,367.32138
GlcADG(20:1_20:3)+NH4,866.63574,673.5771,655.56654,363.29009,367.32137
GlcADG(20:1_20:4)+NH4,864.62009,671.56145,653.55089,361.27444,367.32136
GlcADG(20:1_20:5)+NH4,862.60444,669.5458,651.53524,359.25879,367.32135
GlcADG(20:1_21:0)+NH4,886.69834,693.6397,675.62914,383.35269,367.32141
GlcADG(20:1_22:0)+NH4,900.71399,707.65535,689.64479,397.36834,367.32142
GlcADG(20:1_22:1)+NH4,898.69834,705.6397,687.62914,395.35269,367.32141
GlcADG(20:1_22:2)+NH4,896.68269,703.62405,685.61349,393.33704,367.3214
GlcADG(20:1_22:4)+NH4,892.65139,699.59275,681.58219,389.30574,367.32138
GlcADG(20:1_22:5)+NH4,890.63574,697.5771,679.56654,387.29009,367.32137
GlcADG(20:1_22:6)+NH4,888.62009,695.56145,677.55089,385.27444,367.32136
GlcADG(20:1_23:0)+NH4,914.72964,721.671,703.66044,411.38399,367.32143
GlcADG(20:1_24:0)+NH4,928.74529,735.68665,717.67609,425.39964,367.32144
GlcADG(20:1_24:1)+NH4,926.72964,733.671,715.66044,423.38399,367.32143
GlcADG(20:1_24:4)+NH4,920.68269,727.62405,709.61349,417.33704,367.3214
GlcADG(20:1_25:0)+NH4,942.76094,749.7023,731.69174,439.41529,367.32145
GlcADG(20:1_26:0)+NH4,956.77659,763.71795,745.70739,453.43094,367.32146
GlcADG(20:1_26:1)+NH4,954.76094,761.7023,743.69174,451.41529,367.32145
GlcADG(20:1_26:2)+NH4,952.74529,759.68665,741.67609,449.39964,367.32144
GlcADG(20:1_3:0)+NH4,634.41664,441.358,423.34744,131.07099,367.32123
GlcADG(20:1_4:0)+NH4,648.43229,455.37365,437.36309,145.08664,367.32124
GlcADG(20:1_5:0)+NH4,662.44794,469.3893,451.37874,159.10229,367.32125
GlcADG(20:1_6:0)+NH4,676.46359,483.40495,465.39439,173.11794,367.32126
GlcADG(20:1_7:0)+NH4,690.47924,497.4206,479.41004,187.13359,367.32127
GlcADG(20:1_8:0)+NH4,704.49489,511.43625,493.42569,201.14924,367.32128
GlcADG(20:1_9:0)+NH4,718.51054,525.4519,507.44134,215.16489,367.32129
GlcADG(20:2_20:2)+NH4,866.63574,673.5771,655.56654,365.30573,365.30573
GlcADG(20:2_20:3)+NH4,864.62009,671.56145,653.55089,363.29008,365.30572
GlcADG(20:2_20:4)+NH4,862.60444,669.5458,651.53524,361.27443,365.30571
GlcADG(20:2_20:5)+NH4,860.58879,667.53015,649.51959,359.25878,365.3057
GlcADG(20:2_21:0)+NH4,884.68269,691.62405,673.61349,383.35268,365.30576
GlcADG(20:2_22:0)+NH4,898.69834,705.6397,687.62914,397.36833,365.30577
GlcADG(20:2_22:1)+NH4,896.68269,703.62405,685.61349,395.35268,365.30576
GlcADG(20:2_22:2)+NH4,894.66704,701.6084,683.59784,393.33703,365.30575
GlcADG(20:2_22:4)+NH4,890.63574,697.5771,679.56654,389.30573,365.30573
GlcADG(20:2_22:5)+NH4,888.62009,695.56145,677.55089,387.29008,365.30572
GlcADG(20:2_22:6)+NH4,886.60444,693.5458,675.53524,385.27443,365.30571
GlcADG(20:2_23:0)+NH4,912.71399,719.65535,701.64479,411.38398,365.30578
GlcADG(20:2_24:0)+NH4,926.72964,733.671,715.66044,425.39963,365.30579
GlcADG(20:2_24:1)+NH4,924.71399,731.65535,713.64479,423.38398,365.30578
GlcADG(20:2_24:4)+NH4,918.66704,725.6084,707.59784,417.33703,365.30575
GlcADG(20:2_25:0)+NH4,940.74529,747.68665,729.67609,439.41528,365.3058
GlcADG(20:2_26:0)+NH4,954.76094,761.7023,743.69174,453.43093,365.30581
GlcADG(20:2_26:1)+NH4,952.74529,759.68665,741.67609,451.41528,365.3058
GlcADG(20:2_26:2)+NH4,950.72964,757.671,739.66044,449.39963,365.30579
GlcADG(20:2_3:0)+NH4,632.40098,439.34234,421.33178,131.07098,365.30558
GlcADG(20:2_4:0)+NH4,646.41664,453.358,435.34744,145.08663,365.30559
GlcADG(20:2_5:0)+NH4,660.43229,467.37365,449.36309,159.10228,365.3056
GlcADG(20:2_6:0)+NH4,674.44794,481.3893,463.37874,173.11793,365.30561
GlcADG(20:2_7:0)+NH4,688.46359,495.40495,477.39439,187.13358,365.30562
GlcADG(20:2_8:0)+NH4,702.47924,509.4206,491.41004,201.14923,365.30563
GlcADG(20:2_9:0)+NH4,716.49489,523.43625,505.42569,215.16488,365.30564
GlcADG(20:3_20:3)+NH4,862.60444,669.5458,651.53524,363.29007,363.29007
GlcADG(20:3_20:4)+NH4,860.58879,667.53015,649.51959,361.27442,363.29006
GlcADG(20:3_20:5)+NH4,858.57314,665.5145,647.50394,359.25877,363.29005
GlcADG(20:3_21:0)+NH4,882.66704,689.6084,671.59784,383.35267,363.29011
GlcADG(20:3_22:0)+NH4,896.68269,703.62405,685.61349,397.36832,363.29012
GlcADG(20:3_22:1)+NH4,894.66704,701.6084,683.59784,395.35267,363.29011
GlcADG(20:3_22:2)+NH4,892.65139,699.59275,681.58219,393.33702,363.2901
GlcADG(20:3_22:4)+NH4,888.62009,695.56145,677.55089,389.30572,363.29008
GlcADG(20:3_22:5)+NH4,886.60444,693.5458,675.53524,387.29007,363.29007
GlcADG(20:3_22:6)+NH4,884.58879,691.53015,673.51959,385.27442,363.29006
GlcADG(20:3_23:0)+NH4,910.69834,717.6397,699.62914,411.38397,363.29013
GlcADG(20:3_24:0)+NH4,924.71399,731.65535,713.64479,425.39962,363.29014
GlcADG(20:3_24:1)+NH4,922.69834,729.6397,711.62914,423.38397,363.29013
GlcADG(20:3_24:4)+NH4,916.65139,723.59275,705.58219,417.33702,363.2901
GlcADG(20:3_25:0)+NH4,938.72964,745.671,727.66044,439.41527,363.29015
GlcADG(20:3_26:0)+NH4,952.74529,759.68665,741.67609,453.43092,363.29016
GlcADG(20:3_26:1)+NH4,950.72964,757.671,739.66044,451.41527,363.29015
GlcADG(20:3_26:2)+NH4,948.71399,755.65535,737.64479,449.39962,363.29014
GlcADG(20:3_3:0)+NH4,630.38533,437.32669,419.31613,131.07097,363.28993
GlcADG(20:3_4:0)+NH4,644.40098,451.34234,433.33178,145.08662,363.28994
GlcADG(20:3_5:0)+NH4,658.41664,465.358,447.34744,159.10227,363.28995
GlcADG(20:3_6:0)+NH4,672.43229,479.37365,461.36309,173.11792,363.28996
GlcADG(20:3_7:0)+NH4,686.44794,493.3893,475.37874,187.13357,363.28997
GlcADG(20:3_8:0)+NH4,700.46359,507.40495,489.39439,201.14922,363.28998
GlcADG(20:3_9:0)+NH4,714.47924,521.4206,503.41004,215.16487,363.28999
GlcADG(20:4_20:4)+NH4,858.57314,665.5145,647.50394,361.27441,361.27441
GlcADG(20:4_20:5)+NH4,856.55749,663.49885,645.48829,359.25876,361.2744
GlcADG(20:4_21:0)+NH4,880.65139,687.59275,669.58219,383.35266,361.27446
GlcADG(20:4_22:0)+NH4,894.66704,701.6084,683.59784,397.36831,361.27447
