ether-PC,[M+HCO2]-,NL_CH3&HCO2,NL_Choline&HCO2,NL_T2Ketene&CH3&HCO3,NL_T2RCOOH&CH3&HCO3,NL_T2RCOOH_Choline_HCO3*,GlyceroPC_NLCH3&H2O,T2_RCOO-,PC_NLCH3, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-
Plasmanyl-PC(O-18:1/21:0)+HCO2,860.67512,800.65398,729.58048,492.34601,474.33545,403.26196,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/22:0)+HCO2,874.69072,814.66958,743.59608,492.34601,474.33545,403.26196,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/22:1)+HCO2,872.67512,812.65398,741.58048,492.34601,474.33545,403.26196,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/22:2)+HCO2,870.65942,810.63828,739.56478,492.34601,474.33545,403.26196,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/22:3)+HCO2,868.64382,808.62268,737.54918,492.34601,474.33545,403.26196,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/22:4)+HCO2,866.62812,806.60698,735.53348,492.34601,474.33545,403.26196,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/22:5)+HCO2,864.61252,804.59138,733.51788,492.34601,474.33545,403.26196,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/22:6)+HCO2,862.59682,802.57568,731.50218,492.34601,474.33545,403.26196,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/23:0)+HCO2,888.70642,828.68528,757.61178,492.34601,474.33545,403.26196,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/24:0)+HCO2,902.72202,842.70088,771.62738,492.34601,474.33545,403.26196,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/24:1)+HCO2,900.70642,840.68528,769.61178,492.34601,474.33545,403.26196,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/25:0)+HCO2,916.73772,856.71658,785.64308,492.34601,474.33545,403.26196,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/26:0)+HCO2,930.75332,870.73218,799.65868,492.34601,474.33545,403.26196,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-18:1/8:0)+HCO2,678.47162,618.45048,547.37698,492.34601,474.33545,403.26196,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/10:0)+HCO2,736.54982,676.52868,605.45518,522.39291,504.38235,433.30886,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/12:0)+HCO2,764.58112,704.55998,633.48648,522.39291,504.38235,433.30886,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/13:0)+HCO2,778.59682,718.57568,647.50218,522.39291,504.38235,433.30886,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/14:0)+HCO2,792.61242,732.59128,661.51778,522.39291,504.38235,433.30886,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/14:1)+HCO2,790.59682,730.57568,659.50218,522.39291,504.38235,433.30886,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/15:0)+HCO2,806.62812,746.60698,675.53348,522.39291,504.38235,433.30886,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/15:1)+HCO2,804.61242,744.59128,673.51778,522.39291,504.38235,433.30886,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/16:0)+HCO2,820.64372,760.62258,689.54908,522.39291,504.38235,433.30886,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/16:1)+HCO2,818.62812,758.60698,687.53348,522.39291,504.38235,433.30886,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/17:0)+HCO2,834.65942,774.63828,703.56478,522.39291,504.38235,433.30886,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/17:1)+HCO2,832.64372,772.62258,701.54908,522.39291,504.38235,433.30886,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/17:2)+HCO2,830.62812,770.60698,699.53348,522.39291,504.38235,433.30886,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/18:0)+HCO2,848.67502,788.65388,717.58038,522.39291,504.38235,433.30886,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/18:1)+HCO2,846.65942,786.63828,715.56478,522.39291,504.38235,433.30886,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/18:2)+HCO2,844.64372,784.62258,713.54908,522.39291,504.38235,433.30886,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/18:3)+HCO2,842.62812,782.60698,711.53348,522.39291,504.38235,433.30886,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/18:4)+HCO2,840.61242,780.59128,709.51778,522.39291,504.38235,433.30886,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/19:0)+HCO2,862.69072,802.66958,731.59608,522.39291,504.38235,433.30886,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/20:0)+HCO2,876.70632,816.68518,745.61168,522.39291,504.38235,433.30886,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/20:1)+HCO2,874.69072,814.66958,743.59608,522.39291,504.38235,433.30886,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/20:2)+HCO2,872.67502,812.65388,741.58038,522.39291,504.38235,433.30886,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/20:3)+HCO2,870.65942,810.63828,739.56478,522.39291,504.38235,433.30886,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/20:4)+HCO2,868.64372,808.62258,737.54908,522.39291,504.38235,433.30886,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/20:5)+HCO2,866.62812,806.60698,735.53348,522.39291,504.38235,433.30886,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/21:0)+HCO2,890.72202,830.70088,759.62738,522.39291,504.38235,433.30886,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/22:0)+HCO2,904.73762,844.71648,773.64298,522.39291,504.38235,433.30886,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/22:1)+HCO2,902.72202,842.70088,771.62738,522.39291,504.38235,433.30886,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/22:2)+HCO2,900.70632,840.68518,769.61168,522.39291,504.38235,433.30886,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/22:3)+HCO2,898.69072,838.66958,767.59608,522.39291,504.38235,433.30886,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/22:4)+HCO2,896.67502,836.65388,765.58038,522.39291,504.38235,433.30886,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/22:5)+HCO2,894.65942,834.63828,763.56478,522.39291,504.38235,433.30886,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/22:6)+HCO2,892.64372,832.62258,761.54908,522.39291,504.38235,433.30886,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/23:0)+HCO2,918.75332,858.73218,787.65868,522.39291,504.38235,433.30886,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/24:0)+HCO2,932.76892,872.74778,801.67428,522.39291,504.38235,433.30886,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/24:1)+HCO2,930.75332,870.73218,799.65868,522.39291,504.38235,433.30886,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/25:0)+HCO2,946.78462,886.76348,815.68998,522.39291,504.38235,433.30886,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/26:0)+HCO2,960.80022,900.77908,829.70558,522.39291,504.38235,433.30886,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:0/8:0)+HCO2,708.51852,648.49738,577.42388,522.39291,504.38235,433.30886,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/10:0)+HCO2,734.53422,674.51308,603.43958,520.37731,502.36675,431.29326,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/12:0)+HCO2,762.56552,702.54438,631.47088,520.37731,502.36675,431.29326,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/13:0)+HCO2,776.58122,716.56008,645.48658,520.37731,502.36675,431.29326,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/14:0)+HCO2,790.59682,730.57568,659.50218,520.37731,502.36675,431.29326,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/14:1)+HCO2,788.58122,728.56008,657.48658,520.37731,502.36675,431.29326,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/15:0)+HCO2,804.61252,744.59138,673.51788,520.37731,502.36675,431.29326,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/15:1)+HCO2,802.59682,742.57568,671.50218,520.37731,502.36675,431.29326,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/16:0)+HCO2,818.62812,758.60698,687.53348,520.37731,502.36675,431.29326,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/16:1)+HCO2,816.61252,756.59138,685.51788,520.37731,502.36675,431.29326,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/17:0)+HCO2,832.64382,772.62268,701.54918,520.37731,502.36675,431.29326,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/17:1)+HCO2,830.62812,770.60698,699.53348,520.37731,502.36675,431.29326,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/17:2)+HCO2,828.61252,768.59138,697.51788,520.37731,502.36675,431.29326,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/18:0)+HCO2,846.65942,786.63828,715.56478,520.37731,502.36675,431.29326,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/18:1)+HCO2,844.64382,784.62268,713.54918,520.37731,502.36675,431.29326,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/18:2)+HCO2,842.62812,782.60698,711.53348,520.37731,502.36675,431.29326,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/18:3)+HCO2,840.61252,780.59138,709.51788,520.37731,502.36675,431.29326,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/18:4)+HCO2,838.59682,778.57568,707.50218,520.37731,502.36675,431.29326,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/19:0)+HCO2,860.67512,800.65398,729.58048,520.37731,502.36675,431.29326,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/20:0)+HCO2,874.69072,814.66958,743.59608,520.37731,502.36675,431.29326,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/20:1)+HCO2,872.67512,812.65398,741.58048,520.37731,502.36675,431.29326,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/20:2)+HCO2,870.65942,810.63828,739.56478,520.37731,502.36675,431.29326,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/20:3)+HCO2,868.64382,808.62268,737.54918,520.37731,502.36675,431.29326,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/20:4)+HCO2,866.62812,806.60698,735.53348,520.37731,502.36675,431.29326,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/20:5)+HCO2,864.61252,804.59138,733.51788,520.37731,502.36675,431.29326,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/21:0)+HCO2,888.70642,828.68528,757.61178,520.37731,502.36675,431.29326,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/22:0)+HCO2,902.72202,842.70088,771.62738,520.37731,502.36675,431.29326,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/22:1)+HCO2,900.70642,840.68528,769.61178,520.37731,502.36675,431.29326,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/22:2)+HCO2,898.69072,838.66958,767.59608,520.37731,502.36675,431.29326,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/22:3)+HCO2,896.67512,836.65398,765.58048,520.37731,502.36675,431.29326,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/22:4)+HCO2,894.65942,834.63828,763.56478,520.37731,502.36675,431.29326,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/22:5)+HCO2,892.64382,832.62268,761.54918,520.37731,502.36675,431.29326,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/22:6)+HCO2,890.62812,830.60698,759.53348,520.37731,502.36675,431.29326,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/23:0)+HCO2,916.73772,856.71658,785.64308,520.37731,502.36675,431.29326,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/24:0)+HCO2,930.75332,870.73218,799.65868,520.37731,502.36675,431.29326,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/24:1)+HCO2,928.73772,868.71658,797.64308,520.37731,502.36675,431.29326,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/25:0)+HCO2,944.76902,884.74788,813.67438,520.37731,502.36675,431.29326,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/26:0)+HCO2,958.78462,898.76348,827.68998,520.37731,502.36675,431.29326,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-20:1/8:0)+HCO2,706.50292,646.48178,575.40828,520.37731,502.36675,431.29326,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/8:0)+HCO2,736.54982,676.52868,605.45518,550.42421,532.41365,461.34016,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/10:0)+HCO2,764.58112,704.55998,633.48648,550.42421,532.41365,461.34016,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/12:0)+HCO2,792.61242,732.59128,661.51778,550.42421,532.41365,461.34016,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/13:0)+HCO2,806.62812,746.60698,675.53348,550.42421,532.41365,461.34016,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/14:0)+HCO2,820.64372,760.62258,689.54908,550.42421,532.41365,461.34016,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/14:1)+HCO2,818.62812,758.60698,687.53348,550.42421,532.41365,461.34016,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/15:0)+HCO2,834.65942,774.63828,703.56478,550.42421,532.41365,461.34016,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/15:1)+HCO2,832.64372,772.62258,701.54908,550.42421,532.41365,461.34016,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/16:0)+HCO2,848.67502,788.65388,717.58038,550.42421,532.41365,461.34016,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/16:1)+HCO2,846.65942,786.63828,715.56478,550.42421,532.41365,461.34016,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/17:0)+HCO2,862.69072,802.66958,731.59608,550.42421,532.41365,461.34016,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/17:1)+HCO2,860.67502,800.65388,729.58038,550.42421,532.41365,461.34016,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/17:2)+HCO2,858.65942,798.63828,727.56478,550.42421,532.41365,461.34016,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/18:0)+HCO2,876.70632,816.68518,745.61168,550.42421,532.41365,461.34016,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/18:1)+HCO2,874.69072,814.66958,743.59608,550.42421,532.41365,461.34016,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/18:2)+HCO2,872.67502,812.65388,741.58038,550.42421,532.41365,461.34016,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/18:3)+HCO2,870.65942,810.63828,739.56478,550.42421,532.41365,461.34016,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/18:4)+HCO2,868.64372,808.62258,737.54908,550.42421,532.41365,461.34016,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/19:0)+HCO2,890.72202,830.70088,759.62738,550.42421,532.41365,461.34016,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/20:0)+HCO2,904.73762,844.71648,773.64298,550.42421,532.41365,461.34016,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/20:1)+HCO2,902.72202,842.70088,771.62738,550.42421,532.41365,461.34016,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/20:2)+HCO2,900.70632,840.68518,769.61168,550.42421,532.41365,461.34016,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/20:3)+HCO2,898.69072,838.66958,767.59608,550.42421,532.41365,461.34016,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/20:4)+HCO2,896.67502,836.65388,765.58038,550.42421,532.41365,461.34016,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/20:5)+HCO2,894.65942,834.63828,763.56478,550.42421,532.41365,461.34016,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/21:0)+HCO2,918.75332,858.73218,787.65868,550.42421,532.41365,461.34016,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/22:0)+HCO2,932.76892,872.74778,801.67428,550.42421,532.41365,461.34016,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/22:1)+HCO2,930.75332,870.73218,799.65868,550.42421,532.41365,461.34016,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/22:2)+HCO2,928.73762,868.71648,797.64298,550.42421,532.41365,461.34016,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/22:3)+HCO2,926.72202,866.70088,795.62738,550.42421,532.41365,461.34016,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/22:4)+HCO2,924.70632,864.68518,793.61168,550.42421,532.41365,461.34016,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/22:5)+HCO2,922.69072,862.66958,791.59608,550.42421,532.41365,461.34016,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/22:6)+HCO2,920.67502,860.65388,789.58038,550.42421,532.41365,461.34016,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/23:0)+HCO2,946.78462,886.76348,815.68998,550.42421,532.41365,461.34016,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/24:0)+HCO2,960.80022,900.77908,829.70558,550.42421,532.41365,461.34016,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/24:1)+HCO2,958.78462,898.76348,827.68998,550.42421,532.41365,461.34016,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/25:0)+HCO2,974.81592,914.79478,843.72128,550.42421,532.41365,461.34016,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:0/26:0)+HCO2,988.83152,928.81038,857.73688,550.42421,532.41365,461.34016,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/8:0)+HCO2,734.53422,674.51308,603.43958,548.40861,530.39805,459.32456,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/10:0)+HCO2,762.56552,702.54438,631.47088,548.40861,530.39805,459.32456,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/12:0)+HCO2,790.59682,730.57568,659.50218,548.40861,530.39805,459.32456,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/13:0)+HCO2,804.61252,744.59138,673.51788,548.40861,530.39805,459.32456,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/14:0)+HCO2,818.62812,758.60698,687.53348,548.40861,530.39805,459.32456,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/14:1)+HCO2,816.61252,756.59138,685.51788,548.40861,530.39805,459.32456,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/15:0)+HCO2,832.64382,772.62268,701.54918,548.40861,530.39805,459.32456,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/15:1)+HCO2,830.62812,770.60698,699.53348,548.40861,530.39805,459.32456,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/16:0)+HCO2,846.65942,786.63828,715.56478,548.40861,530.39805,459.32456,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/16:1)+HCO2,844.64382,784.62268,713.54918,548.40861,530.39805,459.32456,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/17:0)+HCO2,860.67512,800.65398,729.58048,548.40861,530.39805,459.32456,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-22:1/17:1)+HCO2,858.65942,798.63828,727.56478,548.40861,530.39805,459.32456,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
