CL,[M+NH4]+,(sn1+sn2)+,(sn1'+sn2')+
CL(38:1)(44:0)+NH4,1621.2718,633.5815872,719.6910872
CL(38:1)(44:10)+NH4,1601.1154,633.5815872,699.5346872
CL(38:1)(44:11)+NH4,1599.0998,633.5815872,697.5190872
CL(38:1)(44:12)+NH4,1597.0842,633.5815872,695.5034872
CL(38:1)(44:5)+NH4,1611.1936,633.5815872,709.6128872
CL(38:1)(44:6)+NH4,1609.178,633.5815872,707.5972872
CL(38:1)(46:12)+NH4,1625.1143,633.5815872,723.5335872
CL(38:1)(48:12)+NH4,1653.1456,633.5815872,751.5648872
CL(38:2)(38:2)+NH4,1531.1311,631.5659872,631.5659872
CL(38:2)(38:3)+NH4,1529.1155,631.5659872,629.5503872
CL(38:2)(38:4)+NH4,1527.0998,631.5659872,627.5346872
CL(38:2)(38:5)+NH4,1525.0842,631.5659872,625.5190872
CL(38:2)(38:6)+NH4,1523.0686,631.5659872,623.5034872
CL(38:2)(38:7)+NH4,1521.0529,631.5659872,621.4877872
CL(38:2)(40:0)+NH4,1563.1937,631.5659872,663.6285872
CL(38:2)(40:1)+NH4,1561.178,631.5659872,661.6128872
CL(38:2)(40:2)+NH4,1559.1624,631.5659872,659.5972872
CL(38:2)(40:3)+NH4,1557.1467,631.5659872,657.5815872
CL(38:2)(40:4)+NH4,1555.1311,631.5659872,655.5659872
CL(38:2)(40:5)+NH4,1553.1155,631.5659872,653.5503872
CL(38:2)(40:6)+NH4,1551.0998,631.5659872,651.5346872
CL(38:2)(40:7)+NH4,1549.0842,631.5659872,649.5190872
CL(38:2)(40:8)+NH4,1547.0686,631.5659872,647.5034872
CL(38:2)(40:9)+NH4,1545.0529,631.5659872,645.4877872
CL(38:2)(42:0)+NH4,1591.225,631.5659872,691.6598872
CL(38:2)(42:1)+NH4,1589.2093,631.5659872,689.6441872
CL(38:2)(42:10)+NH4,1571.0686,631.5659872,671.5034872
CL(38:2)(42:2)+NH4,1587.1937,631.5659872,687.6285872
CL(38:2)(42:3)+NH4,1585.178,631.5659872,685.6128872
CL(38:2)(42:4)+NH4,1583.1624,631.5659872,683.5972872
CL(38:2)(42:5)+NH4,1581.1467,631.5659872,681.5815872
CL(38:2)(42:6)+NH4,1579.1311,631.5659872,679.5659872
CL(38:2)(42:7)+NH4,1577.1155,631.5659872,677.5503872
CL(38:2)(42:8)+NH4,1575.0998,631.5659872,675.5346872
CL(38:2)(42:9)+NH4,1573.0842,631.5659872,673.5190872
CL(38:2)(44:0)+NH4,1619.2562,631.5659872,719.6910872
CL(38:2)(44:10)+NH4,1599.0998,631.5659872,699.5346872
CL(38:2)(44:11)+NH4,1597.0842,631.5659872,697.5190872
CL(38:2)(44:12)+NH4,1595.0686,631.5659872,695.5034872
CL(38:2)(44:5)+NH4,1609.178,631.5659872,709.6128872
CL(38:2)(44:6)+NH4,1607.1624,631.5659872,707.5972872
CL(38:2)(46:12)+NH4,1623.0987,631.5659872,723.5335872
CL(38:2)(48:12)+NH4,1651.13,631.5659872,751.5648872
CL(38:3)(38:3)+NH4,1527.0999,629.5503872,629.5503872
CL(38:3)(38:4)+NH4,1525.0842,629.5503872,627.5346872
CL(38:3)(38:5)+NH4,1523.0686,629.5503872,625.5190872
CL(38:3)(38:6)+NH4,1521.053,629.5503872,623.5034872
CL(38:3)(38:7)+NH4,1519.0373,629.5503872,621.4877872
CL(38:3)(40:0)+NH4,1561.1781,629.5503872,663.6285872
CL(38:3)(40:1)+NH4,1559.1624,629.5503872,661.6128872
CL(38:3)(40:2)+NH4,1557.1468,629.5503872,659.5972872
CL(38:3)(40:3)+NH4,1555.1311,629.5503872,657.5815872
CL(38:3)(40:4)+NH4,1553.1155,629.5503872,655.5659872
CL(38:3)(40:5)+NH4,1551.0999,629.5503872,653.5503872
CL(38:3)(40:6)+NH4,1549.0842,629.5503872,651.5346872
CL(38:3)(40:7)+NH4,1547.0686,629.5503872,649.5190872
CL(38:3)(40:8)+NH4,1545.053,629.5503872,647.5034872
CL(38:3)(40:9)+NH4,1543.0373,629.5503872,645.4877872
CL(38:3)(42:0)+NH4,1589.2094,629.5503872,691.6598872
CL(38:3)(42:1)+NH4,1587.1937,629.5503872,689.6441872
CL(38:3)(42:10)+NH4,1569.053,629.5503872,671.5034872
CL(38:3)(42:2)+NH4,1585.1781,629.5503872,687.6285872
CL(38:3)(42:3)+NH4,1583.1624,629.5503872,685.6128872
CL(38:3)(42:4)+NH4,1581.1468,629.5503872,683.5972872
CL(38:3)(42:5)+NH4,1579.1311,629.5503872,681.5815872
CL(38:3)(42:6)+NH4,1577.1155,629.5503872,679.5659872
CL(38:3)(42:7)+NH4,1575.0999,629.5503872,677.5503872
CL(38:3)(42:8)+NH4,1573.0842,629.5503872,675.5346872
CL(38:3)(42:9)+NH4,1571.0686,629.5503872,673.5190872
CL(38:3)(44:0)+NH4,1617.2406,629.5503872,719.6910872
CL(38:3)(44:10)+NH4,1597.0842,629.5503872,699.5346872
CL(38:3)(44:11)+NH4,1595.0686,629.5503872,697.5190872
CL(38:3)(44:12)+NH4,1593.053,629.5503872,695.5034872
CL(38:3)(44:5)+NH4,1607.1624,629.5503872,709.6128872
CL(38:3)(44:6)+NH4,1605.1468,629.5503872,707.5972872
CL(38:3)(46:12)+NH4,1621.0831,629.5503872,723.5335872
CL(38:3)(48:12)+NH4,1649.1144,629.5503872,751.5648872
CL(38:4)(38:4)+NH4,1523.0685,627.5346872,627.5346872
CL(38:4)(38:5)+NH4,1521.0529,627.5346872,625.5190872
CL(38:4)(38:6)+NH4,1519.0373,627.5346872,623.5034872
CL(38:4)(38:7)+NH4,1517.0216,627.5346872,621.4877872
CL(38:4)(40:0)+NH4,1559.1624,627.5346872,663.6285872
CL(38:4)(40:1)+NH4,1557.1467,627.5346872,661.6128872
CL(38:4)(40:2)+NH4,1555.1311,627.5346872,659.5972872
CL(38:4)(40:3)+NH4,1553.1154,627.5346872,657.5815872
CL(38:4)(40:4)+NH4,1551.0998,627.5346872,655.5659872
CL(38:4)(40:5)+NH4,1549.0842,627.5346872,653.5503872
CL(38:4)(40:6)+NH4,1547.0685,627.5346872,651.5346872
CL(38:4)(40:7)+NH4,1545.0529,627.5346872,649.5190872
CL(38:4)(40:8)+NH4,1543.0373,627.5346872,647.5034872
CL(38:4)(40:9)+NH4,1541.0216,627.5346872,645.4877872
CL(38:4)(42:0)+NH4,1587.1937,627.5346872,691.6598872
CL(38:4)(42:1)+NH4,1585.178,627.5346872,689.6441872
CL(38:4)(42:10)+NH4,1567.0373,627.5346872,671.5034872
CL(38:4)(42:2)+NH4,1583.1624,627.5346872,687.6285872
CL(38:4)(42:3)+NH4,1581.1467,627.5346872,685.6128872
CL(38:4)(42:4)+NH4,1579.1311,627.5346872,683.5972872
CL(38:4)(42:5)+NH4,1577.1154,627.5346872,681.5815872
CL(38:4)(42:6)+NH4,1575.0998,627.5346872,679.5659872
CL(38:4)(42:7)+NH4,1573.0842,627.5346872,677.5503872
CL(38:4)(42:8)+NH4,1571.0685,627.5346872,675.5346872
CL(38:4)(42:9)+NH4,1569.0529,627.5346872,673.5190872
CL(38:4)(44:0)+NH4,1615.2249,627.5346872,719.6910872
CL(38:4)(44:10)+NH4,1595.0685,627.5346872,699.5346872
CL(38:4)(44:11)+NH4,1593.0529,627.5346872,697.5190872
CL(38:4)(44:12)+NH4,1591.0373,627.5346872,695.5034872
CL(38:4)(44:5)+NH4,1605.1467,627.5346872,709.6128872
CL(38:4)(44:6)+NH4,1603.1311,627.5346872,707.5972872
CL(38:4)(46:12)+NH4,1619.0674,627.5346872,723.5335872
CL(38:4)(48:12)+NH4,1647.0987,627.5346872,751.5648872
CL(38:5)(38:5)+NH4,1519.0373,625.5190872,625.5190872
CL(38:5)(38:6)+NH4,1517.0217,625.5190872,623.5034872
CL(38:5)(38:7)+NH4,1515.006,625.5190872,621.4877872
CL(38:5)(40:0)+NH4,1557.1468,625.5190872,663.6285872
CL(38:5)(40:1)+NH4,1555.1311,625.5190872,661.6128872
CL(38:5)(40:2)+NH4,1553.1155,625.5190872,659.5972872
CL(38:5)(40:3)+NH4,1551.0998,625.5190872,657.5815872
CL(38:5)(40:4)+NH4,1549.0842,625.5190872,655.5659872
CL(38:5)(40:5)+NH4,1547.0686,625.5190872,653.5503872
CL(38:5)(40:6)+NH4,1545.0529,625.5190872,651.5346872
CL(38:5)(40:7)+NH4,1543.0373,625.5190872,649.5190872
CL(38:5)(40:8)+NH4,1541.0217,625.5190872,647.5034872
CL(38:5)(40:9)+NH4,1539.006,625.5190872,645.4877872
CL(38:5)(42:0)+NH4,1585.1781,625.5190872,691.6598872
CL(38:5)(42:1)+NH4,1583.1624,625.5190872,689.6441872
CL(38:5)(42:10)+NH4,1565.0217,625.5190872,671.5034872
CL(38:5)(42:2)+NH4,1581.1468,625.5190872,687.6285872
CL(38:5)(42:3)+NH4,1579.1311,625.5190872,685.6128872
CL(38:5)(42:4)+NH4,1577.1155,625.5190872,683.5972872
CL(38:5)(42:5)+NH4,1575.0998,625.5190872,681.5815872
CL(38:5)(42:6)+NH4,1573.0842,625.5190872,679.5659872
CL(38:5)(42:7)+NH4,1571.0686,625.5190872,677.5503872
CL(38:5)(42:8)+NH4,1569.0529,625.5190872,675.5346872
CL(38:5)(42:9)+NH4,1567.0373,625.5190872,673.5190872
CL(38:5)(44:0)+NH4,1613.2093,625.5190872,719.6910872
CL(38:5)(44:10)+NH4,1593.0529,625.5190872,699.5346872
CL(38:5)(44:11)+NH4,1591.0373,625.5190872,697.5190872
CL(38:5)(44:12)+NH4,1589.0217,625.5190872,695.5034872
CL(38:5)(44:5)+NH4,1603.1311,625.5190872,709.6128872
CL(38:5)(44:6)+NH4,1601.1155,625.5190872,707.5972872
CL(38:5)(46:12)+NH4,1617.0518,625.5190872,723.5335872
CL(38:5)(48:12)+NH4,1645.0831,625.5190872,751.5648872
CL(38:6)(38:6)+NH4,1515.0061,623.5034872,623.5034872
CL(38:6)(38:7)+NH4,1512.9904,623.5034872,621.4877872
CL(38:6)(40:0)+NH4,1555.1312,623.5034872,663.6285872
CL(38:6)(40:1)+NH4,1553.1155,623.5034872,661.6128872
CL(38:6)(40:2)+NH4,1551.0999,623.5034872,659.5972872
CL(38:6)(40:3)+NH4,1549.0842,623.5034872,657.5815872
CL(38:6)(40:4)+NH4,1547.0686,623.5034872,655.5659872
CL(38:6)(40:5)+NH4,1545.053,623.5034872,653.5503872
CL(38:6)(40:6)+NH4,1543.0373,623.5034872,651.5346872
CL(38:6)(40:7)+NH4,1541.0217,623.5034872,649.5190872
CL(38:6)(40:8)+NH4,1539.0061,623.5034872,647.5034872
CL(38:6)(40:9)+NH4,1536.9904,623.5034872,645.4877872
CL(38:6)(42:0)+NH4,1583.1625,623.5034872,691.6598872
CL(38:6)(42:1)+NH4,1581.1468,623.5034872,689.6441872
CL(38:6)(42:10)+NH4,1563.0061,623.5034872,671.5034872
CL(38:6)(42:2)+NH4,1579.1312,623.5034872,687.6285872
CL(38:6)(42:3)+NH4,1577.1155,623.5034872,685.6128872
CL(38:6)(42:4)+NH4,1575.0999,623.5034872,683.5972872
CL(38:6)(42:5)+NH4,1573.0842,623.5034872,681.5815872
CL(38:6)(42:6)+NH4,1571.0686,623.5034872,679.5659872
CL(38:6)(42:7)+NH4,1569.053,623.5034872,677.5503872
CL(38:6)(42:8)+NH4,1567.0373,623.5034872,675.5346872
CL(38:6)(42:9)+NH4,1565.0217,623.5034872,673.5190872
CL(38:6)(44:0)+NH4,1611.1937,623.5034872,719.6910872
CL(38:6)(44:10)+NH4,1591.0373,623.5034872,699.5346872
CL(38:6)(44:11)+NH4,1589.0217,623.5034872,697.5190872
CL(38:6)(44:12)+NH4,1587.0061,623.5034872,695.5034872
CL(38:6)(44:5)+NH4,1601.1155,623.5034872,709.6128872
CL(38:6)(44:6)+NH4,1599.0999,623.5034872,707.5972872
CL(38:6)(46:12)+NH4,1615.0362,623.5034872,723.5335872
CL(38:6)(48:12)+NH4,1643.0675,623.5034872,751.5648872
CL(38:7)(38:7)+NH4,1510.9747,621.4877872,621.4877872
CL(38:7)(40:0)+NH4,1553.1155,621.4877872,663.6285872
CL(38:7)(40:1)+NH4,1551.0998,621.4877872,661.6128872
CL(38:7)(40:2)+NH4,1549.0842,621.4877872,659.5972872
CL(38:7)(40:3)+NH4,1547.0685,621.4877872,657.5815872
CL(38:7)(40:4)+NH4,1545.0529,621.4877872,655.5659872
CL(38:7)(40:5)+NH4,1543.0373,621.4877872,653.5503872
CL(38:7)(40:6)+NH4,1541.0216,621.4877872,651.5346872
CL(38:7)(40:7)+NH4,1539.006,621.4877872,649.5190872
CL(38:7)(40:8)+NH4,1536.9904,621.4877872,647.5034872
CL(38:7)(40:9)+NH4,1534.9747,621.4877872,645.4877872
CL(38:7)(42:0)+NH4,1581.1468,621.4877872,691.6598872
CL(38:7)(42:1)+NH4,1579.1311,621.4877872,689.6441872
CL(38:7)(42:10)+NH4,1560.9904,621.4877872,671.5034872
CL(38:7)(42:2)+NH4,1577.1155,621.4877872,687.6285872
CL(38:7)(42:3)+NH4,1575.0998,621.4877872,685.6128872
CL(38:7)(42:4)+NH4,1573.0842,621.4877872,683.5972872
CL(38:7)(42:5)+NH4,1571.0685,621.4877872,681.5815872
CL(38:7)(42:6)+NH4,1569.0529,621.4877872,679.5659872
CL(38:7)(42:7)+NH4,1567.0373,621.4877872,677.5503872
CL(38:7)(42:8)+NH4,1565.0216,621.4877872,675.5346872
CL(38:7)(42:9)+NH4,1563.006,621.4877872,673.5190872
CL(38:7)(44:0)+NH4,1609.178,621.4877872,719.6910872
CL(38:7)(44:10)+NH4,1589.0216,621.4877872,699.5346872
CL(38:7)(44:11)+NH4,1587.006,621.4877872,697.5190872
CL(38:7)(44:12)+NH4,1584.9904,621.4877872,695.5034872
CL(38:7)(44:5)+NH4,1599.0998,621.4877872,709.6128872
CL(38:7)(44:6)+NH4,1597.0842,621.4877872,707.5972872
CL(38:7)(46:12)+NH4,1613.0205,621.4877872,723.5335872
CL(38:7)(48:12)+NH4,1641.0518,621.4877872,751.5648872
CL(40:0)(40:0)+NH4,1595.2563,663.6285872,663.6285872
CL(40:0)(40:1)+NH4,1593.2406,663.6285872,661.6128872
CL(40:0)(40:2)+NH4,1591.225,663.6285872,659.5972872
CL(40:0)(40:3)+NH4,1589.2093,663.6285872,657.5815872
CL(40:0)(40:4)+NH4,1587.1937,663.6285872,655.5659872
CL(40:0)(40:5)+NH4,1585.1781,663.6285872,653.5503872
CL(40:0)(40:6)+NH4,1583.1624,663.6285872,651.5346872
CL(40:0)(40:7)+NH4,1581.1468,663.6285872,649.5190872
CL(40:0)(40:8)+NH4,1579.1312,663.6285872,647.5034872
CL(40:0)(40:9)+NH4,1577.1155,663.6285872,645.4877872
CL(40:0)(42:0)+NH4,1623.2876,663.6285872,691.6598872
CL(40:0)(42:1)+NH4,1621.2719,663.6285872,689.6441872
CL(40:0)(42:10)+NH4,1603.1312,663.6285872,671.5034872
CL(40:0)(42:2)+NH4,1619.2563,663.6285872,687.6285872
CL(40:0)(42:3)+NH4,1617.2406,663.6285872,685.6128872
CL(40:0)(42:4)+NH4,1615.225,663.6285872,683.5972872
CL(40:0)(42:5)+NH4,1613.2093,663.6285872,681.5815872
CL(40:0)(42:6)+NH4,1611.1937,663.6285872,679.5659872
CL(40:0)(42:7)+NH4,1609.1781,663.6285872,677.5503872
CL(40:0)(42:8)+NH4,1607.1624,663.6285872,675.5346872
CL(40:0)(42:9)+NH4,1605.1468,663.6285872,673.5190872
CL(40:0)(44:0)+NH4,1651.3188,663.6285872,719.6910872
CL(40:0)(44:10)+NH4,1631.1624,663.6285872,699.5346872
CL(40:0)(44:11)+NH4,1629.1468,663.6285872,697.5190872
CL(40:0)(44:12)+NH4,1627.1312,663.6285872,695.5034872
CL(40:0)(44:5)+NH4,1641.2406,663.6285872,709.6128872
CL(40:0)(44:6)+NH4,1639.225,663.6285872,707.5972872
CL(40:0)(46:12)+NH4,1655.1613,663.6285872,723.5335872
CL(40:0)(48:12)+NH4,1683.1926,663.6285872,751.5648872
CL(40:1)(40:1)+NH4,1591.2249,661.6128872,661.6128872
CL(40:1)(40:2)+NH4,1589.2093,661.6128872,659.5972872
CL(40:1)(40:3)+NH4,1587.1936,661.6128872,657.5815872
CL(40:1)(40:4)+NH4,1585.178,661.6128872,655.5659872
CL(40:1)(40:5)+NH4,1583.1624,661.6128872,653.5503872
CL(40:1)(40:6)+NH4,1581.1467,661.6128872,651.5346872
CL(40:1)(40:7)+NH4,1579.1311,661.6128872,649.5190872
CL(40:1)(40:8)+NH4,1577.1155,661.6128872,647.5034872
CL(40:1)(40:9)+NH4,1575.0998,661.6128872,645.4877872
CL(40:1)(42:0)+NH4,1621.2719,661.6128872,691.6598872
CL(40:1)(42:1)+NH4,1619.2562,661.6128872,689.6441872
CL(40:1)(42:10)+NH4,1601.1155,661.6128872,671.5034872
CL(40:1)(42:2)+NH4,1617.2406,661.6128872,687.6285872
CL(40:1)(42:3)+NH4,1615.2249,661.6128872,685.6128872
CL(40:1)(42:4)+NH4,1613.2093,661.6128872,683.5972872
CL(40:1)(42:5)+NH4,1611.1936,661.6128872,681.5815872
CL(40:1)(42:6)+NH4,1609.178,661.6128872,679.5659872
CL(40:1)(42:7)+NH4,1607.1624,661.6128872,677.5503872
CL(40:1)(42:8)+NH4,1605.1467,661.6128872,675.5346872
CL(40:1)(42:9)+NH4,1603.1311,661.6128872,673.5190872
CL(40:1)(44:0)+NH4,1649.3031,661.6128872,719.6910872
CL(40:1)(44:10)+NH4,1629.1467,661.6128872,699.5346872
CL(40:1)(44:11)+NH4,1627.1311,661.6128872,697.5190872
CL(40:1)(44:12)+NH4,1625.1155,661.6128872,695.5034872
CL(40:1)(44:5)+NH4,1639.2249,661.6128872,709.6128872
CL(40:1)(44:6)+NH4,1637.2093,661.6128872,707.5972872
CL(40:1)(46:12)+NH4,1653.1456,661.6128872,723.5335872
CL(40:1)(48:12)+NH4,1681.1769,661.6128872,751.5648872
CL(40:2)(40:2)+NH4,1587.1937,659.5972872,659.5972872
CL(40:2)(40:3)+NH4,1585.178,659.5972872,657.5815872
CL(40:2)(40:4)+NH4,1583.1624,659.5972872,655.5659872
CL(40:2)(40:5)+NH4,1581.1468,659.5972872,653.5503872
CL(40:2)(40:6)+NH4,1579.1311,659.5972872,651.5346872
CL(40:2)(40:7)+NH4,1577.1155,659.5972872,649.5190872
CL(40:2)(40:8)+NH4,1575.0999,659.5972872,647.5034872
CL(40:2)(40:9)+NH4,1573.0842,659.5972872,645.4877872
CL(40:2)(42:0)+NH4,1619.2563,659.5972872,691.6598872
CL(40:2)(42:1)+NH4,1617.2406,659.5972872,689.6441872
CL(40:2)(42:10)+NH4,1599.0999,659.5972872,671.5034872
CL(40:2)(42:2)+NH4,1615.225,659.5972872,687.6285872
CL(40:2)(42:3)+NH4,1613.2093,659.5972872,685.6128872
CL(40:2)(42:4)+NH4,1611.1937,659.5972872,683.5972872
CL(40:2)(42:5)+NH4,1609.178,659.5972872,681.5815872
CL(40:2)(42:6)+NH4,1607.1624,659.5972872,679.5659872
CL(40:2)(42:7)+NH4,1605.1468,659.5972872,677.5503872
CL(40:2)(42:8)+NH4,1603.1311,659.5972872,675.5346872
CL(40:2)(42:9)+NH4,1601.1155,659.5972872,673.5190872
CL(40:2)(44:0)+NH4,1647.2875,659.5972872,719.6910872
CL(40:2)(44:10)+NH4,1627.1311,659.5972872,699.5346872
CL(40:2)(44:11)+NH4,1625.1155,659.5972872,697.5190872
CL(40:2)(44:12)+NH4,1623.0999,659.5972872,695.5034872
CL(40:2)(44:5)+NH4,1637.2093,659.5972872,709.6128872
CL(40:2)(44:6)+NH4,1635.1937,659.5972872,707.5972872
CL(40:2)(46:12)+NH4,1651.13,659.5972872,723.5335872
CL(40:2)(48:12)+NH4,1679.1613,659.5972872,751.5648872
CL(40:3)(40:3)+NH4,1583.1623,657.5815872,657.5815872
CL(40:3)(40:4)+NH4,1581.1467,657.5815872,655.5659872
CL(40:3)(40:5)+NH4,1579.1311,657.5815872,653.5503872
CL(40:3)(40:6)+NH4,1577.1154,657.5815872,651.5346872
CL(40:3)(40:7)+NH4,1575.0998,657.5815872,649.5190872
CL(40:3)(40:8)+NH4,1573.0842,657.5815872,647.5034872
CL(40:3)(40:9)+NH4,1571.0685,657.5815872,645.4877872
CL(40:3)(42:0)+NH4,1617.2406,657.5815872,691.6598872
CL(40:3)(42:1)+NH4,1615.2249,657.5815872,689.6441872
CL(40:3)(42:10)+NH4,1597.0842,657.5815872,671.5034872
CL(40:3)(42:2)+NH4,1613.2093,657.5815872,687.6285872
CL(40:3)(42:3)+NH4,1611.1936,657.5815872,685.6128872
CL(40:3)(42:4)+NH4,1609.178,657.5815872,683.5972872
CL(40:3)(42:5)+NH4,1607.1623,657.5815872,681.5815872
CL(40:3)(42:6)+NH4,1605.1467,657.5815872,679.5659872
CL(40:3)(42:7)+NH4,1603.1311,657.5815872,677.5503872
CL(40:3)(42:8)+NH4,1601.1154,657.5815872,675.5346872
CL(40:3)(42:9)+NH4,1599.0998,657.5815872,673.5190872
CL(40:3)(44:0)+NH4,1645.2718,657.5815872,719.6910872
CL(40:3)(44:10)+NH4,1625.1154,657.5815872,699.5346872
CL(40:3)(44:11)+NH4,1623.0998,657.5815872,697.5190872
CL(40:3)(44:12)+NH4,1621.0842,657.5815872,695.5034872
CL(40:3)(44:5)+NH4,1635.1936,657.5815872,709.6128872
CL(40:3)(44:6)+NH4,1633.178,657.5815872,707.5972872
CL(40:3)(46:12)+NH4,1649.1143,657.5815872,723.5335872
CL(40:3)(48:12)+NH4,1677.1456,657.5815872,751.5648872
CL(40:4)(40:4)+NH4,1579.1311,655.5659872,655.5659872
CL(40:4)(40:5)+NH4,1577.1155,655.5659872,653.5503872
CL(40:4)(40:6)+NH4,1575.0998,655.5659872,651.5346872
CL(40:4)(40:7)+NH4,1573.0842,655.5659872,649.5190872
CL(40:4)(40:8)+NH4,1571.0686,655.5659872,647.5034872
CL(40:4)(40:9)+NH4,1569.0529,655.5659872,645.4877872
