CL,[M+NH4]+,(sn1+sn2)+,(sn1'+sn2')+
CL(40:4)(42:0)+NH4,1615.225,655.5659872,691.6598872
CL(40:4)(42:1)+NH4,1613.2093,655.5659872,689.6441872
CL(40:4)(42:10)+NH4,1595.0686,655.5659872,671.5034872
CL(40:4)(42:2)+NH4,1611.1937,655.5659872,687.6285872
CL(40:4)(42:3)+NH4,1609.178,655.5659872,685.6128872
CL(40:4)(42:4)+NH4,1607.1624,655.5659872,683.5972872
CL(40:4)(42:5)+NH4,1605.1467,655.5659872,681.5815872
CL(40:4)(42:6)+NH4,1603.1311,655.5659872,679.5659872
CL(40:4)(42:7)+NH4,1601.1155,655.5659872,677.5503872
CL(40:4)(42:8)+NH4,1599.0998,655.5659872,675.5346872
CL(40:4)(42:9)+NH4,1597.0842,655.5659872,673.5190872
CL(40:4)(44:0)+NH4,1643.2562,655.5659872,719.6910872
CL(40:4)(44:10)+NH4,1623.0998,655.5659872,699.5346872
CL(40:4)(44:11)+NH4,1621.0842,655.5659872,697.5190872
CL(40:4)(44:12)+NH4,1619.0686,655.5659872,695.5034872
CL(40:4)(44:5)+NH4,1633.178,655.5659872,709.6128872
CL(40:4)(44:6)+NH4,1631.1624,655.5659872,707.5972872
CL(40:4)(46:12)+NH4,1647.0987,655.5659872,723.5335872
CL(40:4)(48:12)+NH4,1675.13,655.5659872,751.5648872
CL(40:5)(40:5)+NH4,1575.0999,653.5503872,653.5503872
CL(40:5)(40:6)+NH4,1573.0842,653.5503872,651.5346872
CL(40:5)(40:7)+NH4,1571.0686,653.5503872,649.5190872
CL(40:5)(40:8)+NH4,1569.053,653.5503872,647.5034872
CL(40:5)(40:9)+NH4,1567.0373,653.5503872,645.4877872
CL(40:5)(42:0)+NH4,1613.2094,653.5503872,691.6598872
CL(40:5)(42:1)+NH4,1611.1937,653.5503872,689.6441872
CL(40:5)(42:10)+NH4,1593.053,653.5503872,671.5034872
CL(40:5)(42:2)+NH4,1609.1781,653.5503872,687.6285872
CL(40:5)(42:3)+NH4,1607.1624,653.5503872,685.6128872
CL(40:5)(42:4)+NH4,1605.1468,653.5503872,683.5972872
CL(40:5)(42:5)+NH4,1603.1311,653.5503872,681.5815872
CL(40:5)(42:6)+NH4,1601.1155,653.5503872,679.5659872
CL(40:5)(42:7)+NH4,1599.0999,653.5503872,677.5503872
CL(40:5)(42:8)+NH4,1597.0842,653.5503872,675.5346872
CL(40:5)(42:9)+NH4,1595.0686,653.5503872,673.5190872
CL(40:5)(44:0)+NH4,1641.2406,653.5503872,719.6910872
CL(40:5)(44:10)+NH4,1621.0842,653.5503872,699.5346872
CL(40:5)(44:11)+NH4,1619.0686,653.5503872,697.5190872
CL(40:5)(44:12)+NH4,1617.053,653.5503872,695.5034872
CL(40:5)(44:5)+NH4,1631.1624,653.5503872,709.6128872
CL(40:5)(44:6)+NH4,1629.1468,653.5503872,707.5972872
CL(40:5)(46:12)+NH4,1645.0831,653.5503872,723.5335872
CL(40:5)(48:12)+NH4,1673.1144,653.5503872,751.5648872
CL(40:6)(40:6)+NH4,1571.0685,651.5346872,651.5346872
CL(40:6)(40:7)+NH4,1569.0529,651.5346872,649.5190872
CL(40:6)(40:8)+NH4,1567.0373,651.5346872,647.5034872
CL(40:6)(40:9)+NH4,1565.0216,651.5346872,645.4877872
CL(40:6)(42:0)+NH4,1611.1937,651.5346872,691.6598872
CL(40:6)(42:1)+NH4,1609.178,651.5346872,689.6441872
CL(40:6)(42:10)+NH4,1591.0373,651.5346872,671.5034872
CL(40:6)(42:2)+NH4,1607.1624,651.5346872,687.6285872
CL(40:6)(42:3)+NH4,1605.1467,651.5346872,685.6128872
CL(40:6)(42:4)+NH4,1603.1311,651.5346872,683.5972872
CL(40:6)(42:5)+NH4,1601.1154,651.5346872,681.5815872
CL(40:6)(42:6)+NH4,1599.0998,651.5346872,679.5659872
CL(40:6)(42:7)+NH4,1597.0842,651.5346872,677.5503872
CL(40:6)(42:8)+NH4,1595.0685,651.5346872,675.5346872
CL(40:6)(42:9)+NH4,1593.0529,651.5346872,673.5190872
CL(40:6)(44:0)+NH4,1639.2249,651.5346872,719.6910872
CL(40:6)(44:10)+NH4,1619.0685,651.5346872,699.5346872
CL(40:6)(44:11)+NH4,1617.0529,651.5346872,697.5190872
CL(40:6)(44:12)+NH4,1615.0373,651.5346872,695.5034872
CL(40:6)(44:5)+NH4,1629.1467,651.5346872,709.6128872
CL(40:6)(44:6)+NH4,1627.1311,651.5346872,707.5972872
CL(40:6)(46:12)+NH4,1643.0674,651.5346872,723.5335872
CL(40:6)(48:12)+NH4,1671.0987,651.5346872,751.5648872
CL(40:7)(40:7)+NH4,1567.0373,649.5190872,649.5190872
CL(40:7)(40:8)+NH4,1565.0217,649.5190872,647.5034872
CL(40:7)(40:9)+NH4,1563.006,649.5190872,645.4877872
CL(40:7)(42:0)+NH4,1609.1781,649.5190872,691.6598872
CL(40:7)(42:1)+NH4,1607.1624,649.5190872,689.6441872
CL(40:7)(42:10)+NH4,1589.0217,649.5190872,671.5034872
CL(40:7)(42:2)+NH4,1605.1468,649.5190872,687.6285872
CL(40:7)(42:3)+NH4,1603.1311,649.5190872,685.6128872
CL(40:7)(42:4)+NH4,1601.1155,649.5190872,683.5972872
CL(40:7)(42:5)+NH4,1599.0998,649.5190872,681.5815872
CL(40:7)(42:6)+NH4,1597.0842,649.5190872,679.5659872
CL(40:7)(42:7)+NH4,1595.0686,649.5190872,677.5503872
CL(40:7)(42:8)+NH4,1593.0529,649.5190872,675.5346872
CL(40:7)(42:9)+NH4,1591.0373,649.5190872,673.5190872
CL(40:7)(44:0)+NH4,1637.2093,649.5190872,719.6910872
CL(40:7)(44:10)+NH4,1617.0529,649.5190872,699.5346872
CL(40:7)(44:11)+NH4,1615.0373,649.5190872,697.5190872
CL(40:7)(44:12)+NH4,1613.0217,649.5190872,695.5034872
CL(40:7)(44:5)+NH4,1627.1311,649.5190872,709.6128872
CL(40:7)(44:6)+NH4,1625.1155,649.5190872,707.5972872
CL(40:7)(46:12)+NH4,1641.0518,649.5190872,723.5335872
CL(40:7)(48:12)+NH4,1669.0831,649.5190872,751.5648872
CL(40:8)(40:8)+NH4,1563.0061,647.5034872,647.5034872
CL(40:8)(40:9)+NH4,1560.9904,647.5034872,645.4877872
CL(40:8)(42:0)+NH4,1607.1625,647.5034872,691.6598872
CL(40:8)(42:1)+NH4,1605.1468,647.5034872,689.6441872
CL(40:8)(42:10)+NH4,1587.0061,647.5034872,671.5034872
CL(40:8)(42:2)+NH4,1603.1312,647.5034872,687.6285872
CL(40:8)(42:3)+NH4,1601.1155,647.5034872,685.6128872
CL(40:8)(42:4)+NH4,1599.0999,647.5034872,683.5972872
CL(40:8)(42:5)+NH4,1597.0842,647.5034872,681.5815872
CL(40:8)(42:6)+NH4,1595.0686,647.5034872,679.5659872
CL(40:8)(42:7)+NH4,1593.053,647.5034872,677.5503872
CL(40:8)(42:8)+NH4,1591.0373,647.5034872,675.5346872
CL(40:8)(42:9)+NH4,1589.0217,647.5034872,673.5190872
CL(40:8)(44:0)+NH4,1635.1937,647.5034872,719.6910872
CL(40:8)(44:10)+NH4,1615.0373,647.5034872,699.5346872
CL(40:8)(44:11)+NH4,1613.0217,647.5034872,697.5190872
CL(40:8)(44:12)+NH4,1611.0061,647.5034872,695.5034872
CL(40:8)(44:5)+NH4,1625.1155,647.5034872,709.6128872
CL(40:8)(44:6)+NH4,1623.0999,647.5034872,707.5972872
CL(40:8)(46:12)+NH4,1639.0362,647.5034872,723.5335872
CL(40:8)(48:12)+NH4,1667.0675,647.5034872,751.5648872
CL(40:9)(40:9)+NH4,1558.9747,645.4877872,645.4877872
CL(40:9)(42:0)+NH4,1605.1468,645.4877872,691.6598872
CL(40:9)(42:1)+NH4,1603.1311,645.4877872,689.6441872
CL(40:9)(42:10)+NH4,1584.9904,645.4877872,671.5034872
CL(40:9)(42:2)+NH4,1601.1155,645.4877872,687.6285872
CL(40:9)(42:3)+NH4,1599.0998,645.4877872,685.6128872
CL(40:9)(42:4)+NH4,1597.0842,645.4877872,683.5972872
CL(40:9)(42:5)+NH4,1595.0685,645.4877872,681.5815872
CL(40:9)(42:6)+NH4,1593.0529,645.4877872,679.5659872
CL(40:9)(42:7)+NH4,1591.0373,645.4877872,677.5503872
CL(40:9)(42:8)+NH4,1589.0216,645.4877872,675.5346872
CL(40:9)(42:9)+NH4,1587.006,645.4877872,673.5190872
CL(40:9)(44:0)+NH4,1633.178,645.4877872,719.6910872
CL(40:9)(44:10)+NH4,1613.0216,645.4877872,699.5346872
CL(40:9)(44:11)+NH4,1611.006,645.4877872,697.5190872
CL(40:9)(44:12)+NH4,1608.9904,645.4877872,695.5034872
CL(40:9)(44:5)+NH4,1623.0998,645.4877872,709.6128872
CL(40:9)(44:6)+NH4,1621.0842,645.4877872,707.5972872
CL(40:9)(46:12)+NH4,1637.0205,645.4877872,723.5335872
CL(40:9)(48:12)+NH4,1665.0518,645.4877872,751.5648872
CL(42:0)(42:0)+NH4,1651.3189,691.6598872,691.6598872
CL(42:0)(42:1)+NH4,1649.3032,691.6598872,689.6441872
CL(42:0)(42:10)+NH4,1631.1625,691.6598872,671.5034872
CL(42:0)(42:2)+NH4,1647.2876,691.6598872,687.6285872
CL(42:0)(42:3)+NH4,1645.2719,691.6598872,685.6128872
CL(42:0)(42:4)+NH4,1643.2563,691.6598872,683.5972872
CL(42:0)(42:5)+NH4,1641.2406,691.6598872,681.5815872
CL(42:0)(42:6)+NH4,1639.225,691.6598872,679.5659872
CL(42:0)(42:7)+NH4,1637.2094,691.6598872,677.5503872
CL(42:0)(42:8)+NH4,1635.1937,691.6598872,675.5346872
CL(42:0)(42:9)+NH4,1633.1781,691.6598872,673.5190872
CL(42:0)(44:0)+NH4,1679.3501,691.6598872,719.6910872
CL(42:0)(44:10)+NH4,1659.1937,691.6598872,699.5346872
CL(42:0)(44:11)+NH4,1657.1781,691.6598872,697.5190872
CL(42:0)(44:12)+NH4,1655.1625,691.6598872,695.5034872
CL(42:0)(44:5)+NH4,1669.2719,691.6598872,709.6128872
CL(42:0)(44:6)+NH4,1667.2563,691.6598872,707.5972872
CL(42:0)(46:12)+NH4,1683.1926,691.6598872,723.5335872
CL(42:0)(48:12)+NH4,1711.2239,691.6598872,751.5648872
CL(42:1)(42:1)+NH4,1647.2875,689.6441872,689.6441872
CL(42:1)(42:10)+NH4,1629.1468,689.6441872,671.5034872
CL(42:1)(42:2)+NH4,1645.2719,689.6441872,687.6285872
CL(42:1)(42:3)+NH4,1643.2562,689.6441872,685.6128872
CL(42:1)(42:4)+NH4,1641.2406,689.6441872,683.5972872
CL(42:1)(42:5)+NH4,1639.2249,689.6441872,681.5815872
CL(42:1)(42:6)+NH4,1637.2093,689.6441872,679.5659872
CL(42:1)(42:7)+NH4,1635.1937,689.6441872,677.5503872
CL(42:1)(42:8)+NH4,1633.178,689.6441872,675.5346872
CL(42:1)(42:9)+NH4,1631.1624,689.6441872,673.5190872
CL(42:1)(44:0)+NH4,1677.3344,689.6441872,719.6910872
CL(42:1)(44:10)+NH4,1657.178,689.6441872,699.5346872
CL(42:1)(44:11)+NH4,1655.1624,689.6441872,697.5190872
CL(42:1)(44:12)+NH4,1653.1468,689.6441872,695.5034872
CL(42:1)(44:5)+NH4,1667.2562,689.6441872,709.6128872
CL(42:1)(44:6)+NH4,1665.2406,689.6441872,707.5972872
CL(42:1)(46:12)+NH4,1681.1769,689.6441872,723.5335872
CL(42:1)(48:12)+NH4,1709.2082,689.6441872,751.5648872
CL(42:10)(42:10)+NH4,1611.0061,671.5034872,671.5034872
CL(42:10)(42:2)+NH4,1627.1312,671.5034872,687.6285872
CL(42:10)(42:3)+NH4,1625.1155,671.5034872,685.6128872
CL(42:10)(42:4)+NH4,1623.0999,671.5034872,683.5972872
CL(42:10)(42:5)+NH4,1621.0842,671.5034872,681.5815872
CL(42:10)(42:6)+NH4,1619.0686,671.5034872,679.5659872
CL(42:10)(42:7)+NH4,1617.053,671.5034872,677.5503872
CL(42:10)(42:8)+NH4,1615.0373,671.5034872,675.5346872
CL(42:10)(42:9)+NH4,1613.0217,671.5034872,673.5190872
CL(42:10)(44:0)+NH4,1659.1937,671.5034872,719.6910872
CL(42:10)(44:10)+NH4,1639.0373,671.5034872,699.5346872
CL(42:10)(44:11)+NH4,1637.0217,671.5034872,697.5190872
CL(42:10)(44:12)+NH4,1635.0061,671.5034872,695.5034872
CL(42:10)(44:5)+NH4,1649.1155,671.5034872,709.6128872
CL(42:10)(44:6)+NH4,1647.0999,671.5034872,707.5972872
CL(42:10)(46:12)+NH4,1663.0362,671.5034872,723.5335872
CL(42:10)(48:12)+NH4,1691.0675,671.5034872,751.5648872
CL(42:2)(42:2)+NH4,1643.2563,687.6285872,687.6285872
CL(42:2)(42:3)+NH4,1641.2406,687.6285872,685.6128872
CL(42:2)(42:4)+NH4,1639.225,687.6285872,683.5972872
CL(42:2)(42:5)+NH4,1637.2093,687.6285872,681.5815872
CL(42:2)(42:6)+NH4,1635.1937,687.6285872,679.5659872
CL(42:2)(42:7)+NH4,1633.1781,687.6285872,677.5503872
CL(42:2)(42:8)+NH4,1631.1624,687.6285872,675.5346872
CL(42:2)(42:9)+NH4,1629.1468,687.6285872,673.5190872
CL(42:2)(44:0)+NH4,1675.3188,687.6285872,719.6910872
CL(42:2)(44:10)+NH4,1655.1624,687.6285872,699.5346872
CL(42:2)(44:11)+NH4,1653.1468,687.6285872,697.5190872
CL(42:2)(44:12)+NH4,1651.1312,687.6285872,695.5034872
CL(42:2)(44:5)+NH4,1665.2406,687.6285872,709.6128872
CL(42:2)(44:6)+NH4,1663.225,687.6285872,707.5972872
CL(42:2)(46:12)+NH4,1679.1613,687.6285872,723.5335872
CL(42:2)(48:12)+NH4,1707.1926,687.6285872,751.5648872
CL(42:3)(42:3)+NH4,1639.2249,685.6128872,685.6128872
CL(42:3)(42:4)+NH4,1637.2093,685.6128872,683.5972872
CL(42:3)(42:5)+NH4,1635.1936,685.6128872,681.5815872
CL(42:3)(42:6)+NH4,1633.178,685.6128872,679.5659872
CL(42:3)(42:7)+NH4,1631.1624,685.6128872,677.5503872
CL(42:3)(42:8)+NH4,1629.1467,685.6128872,675.5346872
CL(42:3)(42:9)+NH4,1627.1311,685.6128872,673.5190872
CL(42:3)(44:0)+NH4,1673.3031,685.6128872,719.6910872
CL(42:3)(44:10)+NH4,1653.1467,685.6128872,699.5346872
CL(42:3)(44:11)+NH4,1651.1311,685.6128872,697.5190872
CL(42:3)(44:12)+NH4,1649.1155,685.6128872,695.5034872
CL(42:3)(44:5)+NH4,1663.2249,685.6128872,709.6128872
CL(42:3)(44:6)+NH4,1661.2093,685.6128872,707.5972872
CL(42:3)(46:12)+NH4,1677.1456,685.6128872,723.5335872
CL(42:3)(48:12)+NH4,1705.1769,685.6128872,751.5648872
CL(42:4)(42:4)+NH4,1635.1937,683.5972872,683.5972872
CL(42:4)(42:5)+NH4,1633.178,683.5972872,681.5815872
CL(42:4)(42:6)+NH4,1631.1624,683.5972872,679.5659872
CL(42:4)(42:7)+NH4,1629.1468,683.5972872,677.5503872
CL(42:4)(42:8)+NH4,1627.1311,683.5972872,675.5346872
CL(42:4)(42:9)+NH4,1625.1155,683.5972872,673.5190872
CL(42:4)(44:0)+NH4,1671.2875,683.5972872,719.6910872
CL(42:4)(44:10)+NH4,1651.1311,683.5972872,699.5346872
CL(42:4)(44:11)+NH4,1649.1155,683.5972872,697.5190872
CL(42:4)(44:12)+NH4,1647.0999,683.5972872,695.5034872
CL(42:4)(44:5)+NH4,1661.2093,683.5972872,709.6128872
CL(42:4)(44:6)+NH4,1659.1937,683.5972872,707.5972872
CL(42:4)(46:12)+NH4,1675.13,683.5972872,723.5335872
CL(42:4)(48:12)+NH4,1703.1613,683.5972872,751.5648872
CL(42:5)(42:5)+NH4,1631.1623,681.5815872,681.5815872
CL(42:5)(42:6)+NH4,1629.1467,681.5815872,679.5659872
CL(42:5)(42:7)+NH4,1627.1311,681.5815872,677.5503872
CL(42:5)(42:8)+NH4,1625.1154,681.5815872,675.5346872
CL(42:5)(42:9)+NH4,1623.0998,681.5815872,673.5190872
CL(42:5)(44:0)+NH4,1669.2718,681.5815872,719.6910872
CL(42:5)(44:10)+NH4,1649.1154,681.5815872,699.5346872
CL(42:5)(44:11)+NH4,1647.0998,681.5815872,697.5190872
CL(42:5)(44:12)+NH4,1645.0842,681.5815872,695.5034872
CL(42:5)(44:5)+NH4,1659.1936,681.5815872,709.6128872
CL(42:5)(44:6)+NH4,1657.178,681.5815872,707.5972872
CL(42:5)(46:12)+NH4,1673.1143,681.5815872,723.5335872
CL(42:5)(48:12)+NH4,1701.1456,681.5815872,751.5648872
CL(42:6)(42:6)+NH4,1627.1311,679.5659872,679.5659872
CL(42:6)(42:7)+NH4,1625.1155,679.5659872,677.5503872
CL(42:6)(42:8)+NH4,1623.0998,679.5659872,675.5346872
CL(42:6)(42:9)+NH4,1621.0842,679.5659872,673.5190872
CL(42:6)(44:0)+NH4,1667.2562,679.5659872,719.6910872
CL(42:6)(44:10)+NH4,1647.0998,679.5659872,699.5346872
CL(42:6)(44:11)+NH4,1645.0842,679.5659872,697.5190872
CL(42:6)(44:12)+NH4,1643.0686,679.5659872,695.5034872
CL(42:6)(44:5)+NH4,1657.178,679.5659872,709.6128872
CL(42:6)(44:6)+NH4,1655.1624,679.5659872,707.5972872
CL(42:6)(46:12)+NH4,1671.0987,679.5659872,723.5335872
CL(42:6)(48:12)+NH4,1699.13,679.5659872,751.5648872
CL(42:7)(42:7)+NH4,1623.0999,677.5503872,677.5503872
CL(42:7)(42:8)+NH4,1621.0842,677.5503872,675.5346872
CL(42:7)(42:9)+NH4,1619.0686,677.5503872,673.5190872
CL(42:7)(44:0)+NH4,1665.2406,677.5503872,719.6910872
CL(42:7)(44:10)+NH4,1645.0842,677.5503872,699.5346872
CL(42:7)(44:11)+NH4,1643.0686,677.5503872,697.5190872
CL(42:7)(44:12)+NH4,1641.053,677.5503872,695.5034872
CL(42:7)(44:5)+NH4,1655.1624,677.5503872,709.6128872
CL(42:7)(44:6)+NH4,1653.1468,677.5503872,707.5972872
CL(42:7)(46:12)+NH4,1669.0831,677.5503872,723.5335872
CL(42:7)(48:12)+NH4,1697.1144,677.5503872,751.5648872
CL(42:8)(42:8)+NH4,1619.0685,675.5346872,675.5346872
CL(42:8)(42:9)+NH4,1617.0529,675.5346872,673.5190872
CL(42:8)(44:0)+NH4,1663.2249,675.5346872,719.6910872
CL(42:8)(44:10)+NH4,1643.0685,675.5346872,699.5346872
CL(42:8)(44:11)+NH4,1641.0529,675.5346872,697.5190872
CL(42:8)(44:12)+NH4,1639.0373,675.5346872,695.5034872
CL(42:8)(44:5)+NH4,1653.1467,675.5346872,709.6128872
CL(42:8)(44:6)+NH4,1651.1311,675.5346872,707.5972872
CL(42:8)(46:12)+NH4,1667.0674,675.5346872,723.5335872
CL(42:8)(48:12)+NH4,1695.0987,675.5346872,751.5648872
CL(42:9)(42:9)+NH4,1615.0373,673.5190872,673.5190872
CL(42:9)(44:0)+NH4,1661.2093,673.5190872,719.6910872
CL(42:9)(44:10)+NH4,1641.0529,673.5190872,699.5346872
CL(42:9)(44:11)+NH4,1639.0373,673.5190872,697.5190872
CL(42:9)(44:12)+NH4,1637.0217,673.5190872,695.5034872
CL(42:9)(44:5)+NH4,1651.1311,673.5190872,709.6128872
CL(42:9)(44:6)+NH4,1649.1155,673.5190872,707.5972872
CL(42:9)(46:12)+NH4,1665.0518,673.5190872,723.5335872
CL(42:9)(48:12)+NH4,1693.0831,673.5190872,751.5648872
CL(44:0)(44:0)+NH4,1707.3813,719.6910872,719.6910872
CL(44:0)(44:10)+NH4,1687.2249,719.6910872,699.5346872
CL(44:0)(44:11)+NH4,1685.2093,719.6910872,697.5190872
CL(44:0)(44:12)+NH4,1683.1937,719.6910872,695.5034872
CL(44:0)(44:5)+NH4,1697.3031,719.6910872,709.6128872
CL(44:0)(44:6)+NH4,1695.2875,719.6910872,707.5972872
CL(44:0)(46:12)+NH4,1711.2238,719.6910872,723.5335872
CL(44:0)(48:12)+NH4,1739.2551,719.6910872,751.5648872
CL(44:10)(44:10)+NH4,1667.0685,699.5346872,699.5346872
CL(44:10)(44:11)+NH4,1665.0529,699.5346872,697.5190872
CL(44:10)(44:12)+NH4,1663.0373,699.5346872,695.5034872
CL(44:10)(44:5)+NH4,1677.1467,699.5346872,709.6128872
CL(44:10)(44:6)+NH4,1675.1311,699.5346872,707.5972872
CL(44:10)(46:12)+NH4,1691.0674,699.5346872,723.5335872
CL(44:10)(48:12)+NH4,1719.0987,699.5346872,751.5648872
CL(44:11)(44:11)+NH4,1663.0373,697.5190872,697.5190872
CL(44:11)(44:12)+NH4,1661.0217,697.5190872,695.5034872
CL(44:11)(44:5)+NH4,1675.1311,697.5190872,709.6128872
CL(44:11)(44:6)+NH4,1673.1155,697.5190872,707.5972872
CL(44:11)(46:12)+NH4,1689.0518,697.5190872,723.5335872
CL(44:11)(48:12)+NH4,1717.0831,697.5190872,751.5648872
CL(44:12)(44:12)+NH4,1659.0061,695.5034872,695.5034872
CL(44:12)(44:5)+NH4,1673.1155,695.5034872,709.6128872
CL(44:12)(44:6)+NH4,1671.0999,695.5034872,707.5972872
CL(44:12)(46:12)+NH4,1687.0362,695.5034872,723.5335872
CL(44:12)(48:12)+NH4,1715.0675,695.5034872,751.5648872
CL(44:5)(44:5)+NH4,1687.2249,709.6128872,709.6128872
CL(44:5)(44:6)+NH4,1685.2093,709.6128872,707.5972872
CL(44:5)(46:12)+NH4,1701.1456,709.6128872,723.5335872
CL(44:5)(48:12)+NH4,1729.1769,709.6128872,751.5648872
CL(44:6)(44:6)+NH4,1683.1937,707.5972872,707.5972872
CL(44:6)(46:12)+NH4,1699.13,707.5972872,723.5335872
CL(44:6)(48:12)+NH4,1727.1613,707.5972872,751.5648872
CL(46:12)(46:12)+NH4,1715.0663,723.5335872,723.5335872
CL(46:12)(48:12)+NH4,1743.0976,723.5335872,751.5648872
CL(48:12)(48:12)+NH4,1771.1289,751.5648872,751.5648872
