Cer,[M+HCO2]-,NL_H2CO2,M-H-H2CO,NL_H2O&SN1,NL_H2O&SN2amide,SN2amide
Cer(d20:0/25:0)+HCO2,738.698,692.69251,662.682,406.4055,293.2847,380.3898
Cer(d20:0/26:0)+HCO2,752.7136,706.70811,676.6976,420.4211,293.2847,394.4054
Cer(d20:0/8:0)+HCO2,500.4319,454.42641,424.4159,168.1394,293.2847,142.1237
Cer(d20:1/10:0)+HCO2,526.4476,480.44211,450.4316,196.1707,291.2691,170.155
Cer(d20:1/12:0)+HCO2,554.4789,508.47341,478.4629,224.202,291.2691,198.1863
Cer(d20:1/13:0)+HCO2,568.4946,522.48911,492.4786,238.2177,291.2691,212.202
Cer(d20:1/14:0)+HCO2,582.5102,536.50471,506.4942,252.2333,291.2691,226.2176
Cer(d20:1/14:1)+HCO2,580.4946,534.48911,504.4786,250.2177,291.2691,224.202
Cer(d20:1/15:0)+HCO2,596.5259,550.52041,520.5099,266.249,291.2691,240.2333
Cer(d20:1/15:1)+HCO2,594.5102,548.50471,518.4942,264.2333,291.2691,238.2176
Cer(d20:1/16:0)+HCO2,610.5415,564.53601,534.5255,280.2646,291.2691,254.2489
Cer(d20:1/16:1)+HCO2,608.5259,562.52041,532.5099,278.249,291.2691,252.2333
Cer(d20:1/17:0)+HCO2,624.5572,578.55171,548.5412,294.2803,291.2691,268.2646
Cer(d20:1/17:1)+HCO2,622.5415,576.53601,546.5255,292.2646,291.2691,266.2489
Cer(d20:1/17:2)+HCO2,620.5259,574.52041,544.5099,290.249,291.2691,264.2333
Cer(d20:1/18:0)+HCO2,638.5728,592.56731,562.5568,308.2959,291.2691,282.2802
Cer(d20:1/18:1)+HCO2,636.5572,590.55171,560.5412,306.2803,291.2691,280.2646
Cer(d20:1/18:2)+HCO2,634.5415,588.53601,558.5255,304.2646,291.2691,278.2489
Cer(d20:1/18:3)+HCO2,632.5259,586.52041,556.5099,302.249,291.2691,276.2333
Cer(d20:1/18:4)+HCO2,630.5102,584.50471,554.4942,300.2333,291.2691,274.2176
Cer(d20:1/19:0)+HCO2,652.5885,606.58301,576.5725,322.3116,291.2691,296.2959
Cer(d20:1/20:0)+HCO2,666.6041,620.59861,590.5881,336.3272,291.2691,310.3115
Cer(d20:1/20:1)+HCO2,664.5885,618.58301,588.5725,334.3116,291.2691,308.2959
Cer(d20:1/20:2)+HCO2,662.5728,616.56731,586.5568,332.2959,291.2691,306.2802
Cer(d20:1/20:3)+HCO2,660.5572,614.55171,584.5412,330.2803,291.2691,304.2646
Cer(d20:1/20:4)+HCO2,658.5415,612.53601,582.5255,328.2646,291.2691,302.2489
Cer(d20:1/20:5)+HCO2,656.5259,610.52041,580.5099,326.249,291.2691,300.2333
Cer(d20:1/21:0)+HCO2,680.6198,634.61431,604.6038,350.3429,291.2691,324.3272
Cer(d20:1/22:0)+HCO2,694.6354,648.62991,618.6194,364.3585,291.2691,338.3428
Cer(d20:1/22:1)+HCO2,692.6198,646.61431,616.6038,362.3429,291.2691,336.3272
Cer(d20:1/22:2)+HCO2,690.6041,644.59861,614.5881,360.3272,291.2691,334.3115
Cer(d20:1/22:3)+HCO2,688.5885,642.58301,612.5725,358.3116,291.2691,332.2959
Cer(d20:1/22:4)+HCO2,686.5728,640.56731,610.5568,356.2959,291.2691,330.2802
Cer(d20:1/22:5)+HCO2,684.5572,638.55171,608.5412,354.2803,291.2691,328.2646
Cer(d20:1/22:6)+HCO2,682.5415,636.53601,606.5255,352.2646,291.2691,326.2489
Cer(d20:1/23:0)+HCO2,708.6511,662.64561,632.6351,378.3742,291.2691,352.3585
Cer(d20:1/24:0)+HCO2,722.6667,676.66121,646.6507,392.3898,291.2691,366.3741
Cer(d20:1/24:1)+HCO2,720.6511,674.64561,644.6351,390.3742,291.2691,364.3585
Cer(d20:1/25:0)+HCO2,736.6824,690.67691,660.6664,406.4055,291.2691,380.3898
Cer(d20:1/26:0)+HCO2,750.698,704.69251,674.682,420.4211,291.2691,394.4054
Cer(d20:1/8:0)+HCO2,498.4163,452.41081,422.4003,168.1394,291.2691,142.1237
Cer(d20:2/10:0)+HCO2,524.4319,478.42641,448.4159,196.1707,289.2534,170.155
Cer(d20:2/12:0)+HCO2,552.4632,506.45771,476.4472,224.202,289.2534,198.1863
Cer(d20:2/13:0)+HCO2,566.4789,520.47341,490.4629,238.2177,289.2534,212.202
Cer(d20:2/14:0)+HCO2,580.4945,534.48901,504.4785,252.2333,289.2534,226.2176
Cer(d20:2/14:1)+HCO2,578.4789,532.47341,502.4629,250.2177,289.2534,224.202
Cer(d20:2/15:0)+HCO2,594.5102,548.50471,518.4942,266.249,289.2534,240.2333
Cer(d20:2/15:1)+HCO2,592.4945,546.48901,516.4785,264.2333,289.2534,238.2176
Cer(d20:2/16:0)+HCO2,608.5258,562.52031,532.5098,280.2646,289.2534,254.2489
Cer(d20:2/16:1)+HCO2,606.5102,560.50471,530.4942,278.249,289.2534,252.2333
Cer(d20:2/17:0)+HCO2,622.5415,576.53601,546.5255,294.2803,289.2534,268.2646
Cer(d20:2/17:1)+HCO2,620.5258,574.52031,544.5098,292.2646,289.2534,266.2489
Cer(d20:2/17:2)+HCO2,618.5102,572.50471,542.4942,290.249,289.2534,264.2333
Cer(d20:2/18:0)+HCO2,636.5571,590.55161,560.5411,308.2959,289.2534,282.2802
Cer(d20:2/18:1)+HCO2,634.5415,588.53601,558.5255,306.2803,289.2534,280.2646
Cer(d20:2/18:2)+HCO2,632.5258,586.52031,556.5098,304.2646,289.2534,278.2489
Cer(d20:2/18:3)+HCO2,630.5102,584.50471,554.4942,302.249,289.2534,276.2333
Cer(d20:2/18:4)+HCO2,628.4945,582.48901,552.4785,300.2333,289.2534,274.2176
Cer(d20:2/19:0)+HCO2,650.5728,604.56731,574.5568,322.3116,289.2534,296.2959
Cer(d20:2/20:0)+HCO2,664.5884,618.58291,588.5724,336.3272,289.2534,310.3115
Cer(d20:2/20:1)+HCO2,662.5728,616.56731,586.5568,334.3116,289.2534,308.2959
Cer(d20:2/20:2)+HCO2,660.5571,614.55161,584.5411,332.2959,289.2534,306.2802
Cer(d20:2/20:3)+HCO2,658.5415,612.53601,582.5255,330.2803,289.2534,304.2646
Cer(d20:2/20:4)+HCO2,656.5258,610.52031,580.5098,328.2646,289.2534,302.2489
Cer(d20:2/20:5)+HCO2,654.5102,608.50471,578.4942,326.249,289.2534,300.2333
Cer(d20:2/21:0)+HCO2,678.6041,632.59861,602.5881,350.3429,289.2534,324.3272
Cer(d20:2/22:0)+HCO2,692.6197,646.61421,616.6037,364.3585,289.2534,338.3428
Cer(d20:2/22:1)+HCO2,690.6041,644.59861,614.5881,362.3429,289.2534,336.3272
Cer(d20:2/22:2)+HCO2,688.5884,642.58291,612.5724,360.3272,289.2534,334.3115
Cer(d20:2/22:3)+HCO2,686.5728,640.56731,610.5568,358.3116,289.2534,332.2959
Cer(d20:2/22:4)+HCO2,684.5571,638.55161,608.5411,356.2959,289.2534,330.2802
Cer(d20:2/22:5)+HCO2,682.5415,636.53601,606.5255,354.2803,289.2534,328.2646
Cer(d20:2/22:6)+HCO2,680.5258,634.52031,604.5098,352.2646,289.2534,326.2489
Cer(d20:2/23:0)+HCO2,706.6354,660.62991,630.6194,378.3742,289.2534,352.3585
Cer(d20:2/24:0)+HCO2,720.651,674.64551,644.635,392.3898,289.2534,366.3741
Cer(d20:2/24:1)+HCO2,718.6354,672.62991,642.6194,390.3742,289.2534,364.3585
Cer(d20:2/25:0)+HCO2,734.6667,688.66121,658.6507,406.4055,289.2534,380.3898
Cer(d20:2/26:0)+HCO2,748.6823,702.67681,672.6663,420.4211,289.2534,394.4054
Cer(d20:2/8:0)+HCO2,496.4006,450.39511,420.3846,168.1394,289.2534,142.1237
Cer(d20:3/10:0)+HCO2,522.4163,476.41081,446.4003,196.1707,287.2378,170.155
Cer(d20:3/12:0)+HCO2,550.4476,504.44211,474.4316,224.202,287.2378,198.1863
Cer(d20:3/13:0)+HCO2,564.4633,518.45781,488.4473,238.2177,287.2378,212.202
Cer(d20:3/14:0)+HCO2,578.4789,532.47341,502.4629,252.2333,287.2378,226.2176
Cer(d20:3/14:1)+HCO2,576.4633,530.45781,500.4473,250.2177,287.2378,224.202
Cer(d20:3/15:0)+HCO2,592.4946,546.48911,516.4786,266.249,287.2378,240.2333
Cer(d20:3/15:1)+HCO2,590.4789,544.47341,514.4629,264.2333,287.2378,238.2176
Cer(d20:3/16:0)+HCO2,606.5102,560.50471,530.4942,280.2646,287.2378,254.2489
Cer(d20:3/16:1)+HCO2,604.4946,558.48911,528.4786,278.249,287.2378,252.2333
Cer(d20:3/17:0)+HCO2,620.5259,574.52041,544.5099,294.2803,287.2378,268.2646
Cer(d20:3/17:1)+HCO2,618.5102,572.50471,542.4942,292.2646,287.2378,266.2489
Cer(d20:3/17:2)+HCO2,616.4946,570.48911,540.4786,290.249,287.2378,264.2333
Cer(d20:3/18:0)+HCO2,634.5415,588.53601,558.5255,308.2959,287.2378,282.2802
Cer(d20:3/18:1)+HCO2,632.5259,586.52041,556.5099,306.2803,287.2378,280.2646
Cer(d20:3/18:2)+HCO2,630.5102,584.50471,554.4942,304.2646,287.2378,278.2489
Cer(d20:3/18:3)+HCO2,628.4946,582.48911,552.4786,302.249,287.2378,276.2333
Cer(d20:3/18:4)+HCO2,626.4789,580.47341,550.4629,300.2333,287.2378,274.2176
Cer(d20:3/19:0)+HCO2,648.5572,602.55171,572.5412,322.3116,287.2378,296.2959
Cer(d20:3/20:0)+HCO2,662.5728,616.56731,586.5568,336.3272,287.2378,310.3115
Cer(d20:3/20:1)+HCO2,660.5572,614.55171,584.5412,334.3116,287.2378,308.2959
Cer(d20:3/20:2)+HCO2,658.5415,612.53601,582.5255,332.2959,287.2378,306.2802
Cer(d20:3/20:3)+HCO2,656.5259,610.52041,580.5099,330.2803,287.2378,304.2646
Cer(d20:3/20:4)+HCO2,654.5102,608.50471,578.4942,328.2646,287.2378,302.2489
Cer(d20:3/20:5)+HCO2,652.4946,606.48911,576.4786,326.249,287.2378,300.2333
Cer(d20:3/21:0)+HCO2,676.5885,630.58301,600.5725,350.3429,287.2378,324.3272
Cer(d20:3/22:0)+HCO2,690.6041,644.59861,614.5881,364.3585,287.2378,338.3428
Cer(d20:3/22:1)+HCO2,688.5885,642.58301,612.5725,362.3429,287.2378,336.3272
Cer(d20:3/22:2)+HCO2,686.5728,640.56731,610.5568,360.3272,287.2378,334.3115
Cer(d20:3/22:3)+HCO2,684.5572,638.55171,608.5412,358.3116,287.2378,332.2959
Cer(d20:3/22:4)+HCO2,682.5415,636.53601,606.5255,356.2959,287.2378,330.2802
Cer(d20:3/22:5)+HCO2,680.5259,634.52041,604.5099,354.2803,287.2378,328.2646
Cer(d20:3/22:6)+HCO2,678.5102,632.50471,602.4942,352.2646,287.2378,326.2489
Cer(d20:3/23:0)+HCO2,704.6198,658.61431,628.6038,378.3742,287.2378,352.3585
Cer(d20:3/24:0)+HCO2,718.6354,672.62991,642.6194,392.3898,287.2378,366.3741
Cer(d20:3/24:1)+HCO2,716.6198,670.61431,640.6038,390.3742,287.2378,364.3585
Cer(d20:3/25:0)+HCO2,732.6511,686.64561,656.6351,406.4055,287.2378,380.3898
Cer(d20:3/26:0)+HCO2,746.6667,700.66121,670.6507,420.4211,287.2378,394.4054
Cer(d20:3/8:0)+HCO2,494.385,448.37951,418.369,168.1394,287.2378,142.1237
Cer(d20:4/10:0)+HCO2,520.4006,474.39511,444.3846,196.1707,285.2221,170.155
Cer(d20:4/12:0)+HCO2,548.4319,502.42641,472.4159,224.202,285.2221,198.1863
Cer(d20:4/13:0)+HCO2,562.4476,516.44211,486.4316,238.2177,285.2221,212.202
Cer(d20:4/14:0)+HCO2,576.4632,530.45771,500.4472,252.2333,285.2221,226.2176
Cer(d20:4/14:1)+HCO2,574.4476,528.44211,498.4316,250.2177,285.2221,224.202
Cer(d20:4/15:0)+HCO2,590.4789,544.47341,514.4629,266.249,285.2221,240.2333
Cer(d20:4/15:1)+HCO2,588.4632,542.45771,512.4472,264.2333,285.2221,238.2176
Cer(d20:4/16:0)+HCO2,604.4945,558.48901,528.4785,280.2646,285.2221,254.2489
Cer(d20:4/16:1)+HCO2,602.4789,556.47341,526.4629,278.249,285.2221,252.2333
Cer(d20:4/17:0)+HCO2,618.5102,572.50471,542.4942,294.2803,285.2221,268.2646
Cer(d20:4/17:1)+HCO2,616.4945,570.48901,540.4785,292.2646,285.2221,266.2489
Cer(d20:4/17:2)+HCO2,614.4789,568.47341,538.4629,290.249,285.2221,264.2333
Cer(d20:4/18:0)+HCO2,632.5258,586.52031,556.5098,308.2959,285.2221,282.2802
Cer(d20:4/18:1)+HCO2,630.5102,584.50471,554.4942,306.2803,285.2221,280.2646
Cer(d20:4/18:2)+HCO2,628.4945,582.48901,552.4785,304.2646,285.2221,278.2489
Cer(d20:4/18:3)+HCO2,626.4789,580.47341,550.4629,302.249,285.2221,276.2333
Cer(d20:4/18:4)+HCO2,624.4632,578.45771,548.4472,300.2333,285.2221,274.2176
Cer(d20:4/19:0)+HCO2,646.5415,600.53601,570.5255,322.3116,285.2221,296.2959
Cer(d20:4/20:0)+HCO2,660.5571,614.55161,584.5411,336.3272,285.2221,310.3115
Cer(d20:4/20:1)+HCO2,658.5415,612.53601,582.5255,334.3116,285.2221,308.2959
Cer(d20:4/20:2)+HCO2,656.5258,610.52031,580.5098,332.2959,285.2221,306.2802
Cer(d20:4/20:3)+HCO2,654.5102,608.50471,578.4942,330.2803,285.2221,304.2646
Cer(d20:4/20:4)+HCO2,652.4945,606.48901,576.4785,328.2646,285.2221,302.2489
Cer(d20:4/20:5)+HCO2,650.4789,604.47341,574.4629,326.249,285.2221,300.2333
Cer(d20:4/21:0)+HCO2,674.5728,628.56731,598.5568,350.3429,285.2221,324.3272
Cer(d20:4/22:0)+HCO2,688.5884,642.58291,612.5724,364.3585,285.2221,338.3428
Cer(d20:4/22:1)+HCO2,686.5728,640.56731,610.5568,362.3429,285.2221,336.3272
Cer(d20:4/22:2)+HCO2,684.5571,638.55161,608.5411,360.3272,285.2221,334.3115
Cer(d20:4/22:3)+HCO2,682.5415,636.53601,606.5255,358.3116,285.2221,332.2959
Cer(d20:4/22:4)+HCO2,680.5258,634.52031,604.5098,356.2959,285.2221,330.2802
Cer(d20:4/22:5)+HCO2,678.5102,632.50471,602.4942,354.2803,285.2221,328.2646
Cer(d20:4/22:6)+HCO2,676.4945,630.48901,600.4785,352.2646,285.2221,326.2489
Cer(d20:4/23:0)+HCO2,702.6041,656.59861,626.5881,378.3742,285.2221,352.3585
Cer(d20:4/24:0)+HCO2,716.6197,670.61421,640.6037,392.3898,285.2221,366.3741
Cer(d20:4/24:1)+HCO2,714.6041,668.59861,638.5881,390.3742,285.2221,364.3585
Cer(d20:4/25:0)+HCO2,730.6354,684.62991,654.6194,406.4055,285.2221,380.3898
Cer(d20:4/26:0)+HCO2,744.651,698.64551,668.635,420.4211,285.2221,394.4054
Cer(d20:4/8:0)+HCO2,492.3693,446.36381,416.3533,168.1394,285.2221,142.1237
Cer(d20:5/10:0)+HCO2,518.385,472.37951,442.369,196.1707,283.2065,170.155
Cer(d20:5/12:0)+HCO2,546.4163,500.41081,470.4003,224.202,283.2065,198.1863
Cer(d20:5/13:0)+HCO2,560.432,514.42651,484.416,238.2177,283.2065,212.202
Cer(d20:5/14:0)+HCO2,574.4476,528.44211,498.4316,252.2333,283.2065,226.2176
Cer(d20:5/14:1)+HCO2,572.432,526.42651,496.416,250.2177,283.2065,224.202
Cer(d20:5/15:0)+HCO2,588.4633,542.45781,512.4473,266.249,283.2065,240.2333
Cer(d20:5/15:1)+HCO2,586.4476,540.44211,510.4316,264.2333,283.2065,238.2176
Cer(d20:5/16:0)+HCO2,602.4789,556.47341,526.4629,280.2646,283.2065,254.2489
Cer(d20:5/16:1)+HCO2,600.4633,554.45781,524.4473,278.249,283.2065,252.2333
Cer(d20:5/17:0)+HCO2,616.4946,570.48911,540.4786,294.2803,283.2065,268.2646
Cer(d20:5/17:1)+HCO2,614.4789,568.47341,538.4629,292.2646,283.2065,266.2489
Cer(d20:5/17:2)+HCO2,612.4633,566.45781,536.4473,290.249,283.2065,264.2333
Cer(d20:5/18:0)+HCO2,630.5102,584.50471,554.4942,308.2959,283.2065,282.2802
Cer(d20:5/18:1)+HCO2,628.4946,582.48911,552.4786,306.2803,283.2065,280.2646
Cer(d20:5/18:2)+HCO2,626.4789,580.47341,550.4629,304.2646,283.2065,278.2489
Cer(d20:5/18:3)+HCO2,624.4633,578.45781,548.4473,302.249,283.2065,276.2333
Cer(d20:5/18:4)+HCO2,622.4476,576.44211,546.4316,300.2333,283.2065,274.2176
Cer(d20:5/19:0)+HCO2,644.5259,598.52041,568.5099,322.3116,283.2065,296.2959
Cer(d20:5/20:0)+HCO2,658.5415,612.53601,582.5255,336.3272,283.2065,310.3115
Cer(d20:5/20:1)+HCO2,656.5259,610.52041,580.5099,334.3116,283.2065,308.2959
Cer(d20:5/20:2)+HCO2,654.5102,608.50471,578.4942,332.2959,283.2065,306.2802
Cer(d20:5/20:3)+HCO2,652.4946,606.48911,576.4786,330.2803,283.2065,304.2646
Cer(d20:5/20:4)+HCO2,650.4789,604.47341,574.4629,328.2646,283.2065,302.2489
Cer(d20:5/20:5)+HCO2,648.4633,602.45781,572.4473,326.249,283.2065,300.2333
Cer(d20:5/21:0)+HCO2,672.5572,626.55171,596.5412,350.3429,283.2065,324.3272
Cer(d20:5/22:0)+HCO2,686.5728,640.56731,610.5568,364.3585,283.2065,338.3428
Cer(d20:5/22:1)+HCO2,684.5572,638.55171,608.5412,362.3429,283.2065,336.3272
Cer(d20:5/22:2)+HCO2,682.5415,636.53601,606.5255,360.3272,283.2065,334.3115
Cer(d20:5/22:3)+HCO2,680.5259,634.52041,604.5099,358.3116,283.2065,332.2959
Cer(d20:5/22:4)+HCO2,678.5102,632.50471,602.4942,356.2959,283.2065,330.2802
Cer(d20:5/22:5)+HCO2,676.4946,630.48911,600.4786,354.2803,283.2065,328.2646
Cer(d20:5/22:6)+HCO2,674.4789,628.47341,598.4629,352.2646,283.2065,326.2489
Cer(d20:5/23:0)+HCO2,700.5885,654.58301,624.5725,378.3742,283.2065,352.3585
Cer(d20:5/24:0)+HCO2,714.6041,668.59861,638.5881,392.3898,283.2065,366.3741
Cer(d20:5/24:1)+HCO2,712.5885,666.58301,636.5725,390.3742,283.2065,364.3585
Cer(d20:5/25:0)+HCO2,728.6198,682.61431,652.6038,406.4055,283.2065,380.3898
Cer(d20:5/26:0)+HCO2,742.6354,696.62991,666.6194,420.4211,283.2065,394.4054
Cer(d20:5/8:0)+HCO2,490.3537,444.34821,414.3377,168.1394,283.2065,142.1237
Cer(d21:0/10:0)+HCO2,542.4789,496.47341,466.4629,196.1707,307.3004,170.155
Cer(d21:0/12:0)+HCO2,570.5102,524.50471,494.4942,224.202,307.3004,198.1863
Cer(d21:0/13:0)+HCO2,584.5259,538.52041,508.5099,238.2177,307.3004,212.202
Cer(d21:0/14:0)+HCO2,598.5415,552.53601,522.5255,252.2333,307.3004,226.2176
Cer(d21:0/14:1)+HCO2,596.5259,550.52041,520.5099,250.2177,307.3004,224.202
Cer(d21:0/15:0)+HCO2,612.5572,566.55171,536.5412,266.249,307.3004,240.2333
Cer(d21:0/15:1)+HCO2,610.5415,564.53601,534.5255,264.2333,307.3004,238.2176
Cer(d21:0/16:0)+HCO2,626.5728,580.56731,550.5568,280.2646,307.3004,254.2489
Cer(d21:0/16:1)+HCO2,624.5572,578.55171,548.5412,278.249,307.3004,252.2333
Cer(d21:0/17:0)+HCO2,640.5885,594.58301,564.5725,294.2803,307.3004,268.2646
Cer(d21:0/17:1)+HCO2,638.5728,592.56731,562.5568,292.2646,307.3004,266.2489
Cer(d21:0/17:2)+HCO2,636.5572,590.55171,560.5412,290.249,307.3004,264.2333
Cer(d21:0/18:0)+HCO2,654.6041,608.59861,578.5881,308.2959,307.3004,282.2802
Cer(d21:0/18:1)+HCO2,652.5885,606.58301,576.5725,306.2803,307.3004,280.2646
Cer(d21:0/18:2)+HCO2,650.5728,604.56731,574.5568,304.2646,307.3004,278.2489
Cer(d21:0/18:3)+HCO2,648.5572,602.55171,572.5412,302.249,307.3004,276.2333
Cer(d21:0/18:4)+HCO2,646.5415,600.53601,570.5255,300.2333,307.3004,274.2176
Cer(d21:0/19:0)+HCO2,668.6198,622.61431,592.6038,322.3116,307.3004,296.2959
Cer(d21:0/20:0)+HCO2,682.6354,636.62991,606.6194,336.3272,307.3004,310.3115
Cer(d21:0/20:1)+HCO2,680.6198,634.61431,604.6038,334.3116,307.3004,308.2959
Cer(d21:0/20:2)+HCO2,678.6041,632.59861,602.5881,332.2959,307.3004,306.2802
Cer(d21:0/20:3)+HCO2,676.5885,630.58301,600.5725,330.2803,307.3004,304.2646
Cer(d21:0/20:4)+HCO2,674.5728,628.56731,598.5568,328.2646,307.3004,302.2489
Cer(d21:0/20:5)+HCO2,672.5572,626.55171,596.5412,326.249,307.3004,300.2333
Cer(d21:0/21:0)+HCO2,696.6511,650.64561,620.6351,350.3429,307.3004,324.3272
Cer(d21:0/22:0)+HCO2,710.6667,664.66121,634.6507,364.3585,307.3004,338.3428
Cer(d21:0/22:1)+HCO2,708.6511,662.64561,632.6351,362.3429,307.3004,336.3272
Cer(d21:0/22:2)+HCO2,706.6354,660.62991,630.6194,360.3272,307.3004,334.3115
Cer(d21:0/22:3)+HCO2,704.6198,658.61431,628.6038,358.3116,307.3004,332.2959
Cer(d21:0/22:4)+HCO2,702.6041,656.59861,626.5881,356.2959,307.3004,330.2802
Cer(d21:0/22:5)+HCO2,700.5885,654.58301,624.5725,354.2803,307.3004,328.2646
Cer(d21:0/22:6)+HCO2,698.5728,652.56731,622.5568,352.2646,307.3004,326.2489
Cer(d21:0/23:0)+HCO2,724.6824,678.67691,648.6664,378.3742,307.3004,352.3585
Cer(d21:0/24:0)+HCO2,738.698,692.69251,662.682,392.3898,307.3004,366.3741
Cer(d21:0/24:1)+HCO2,736.6824,690.67691,660.6664,390.3742,307.3004,364.3585
Cer(d21:0/25:0)+HCO2,752.7137,706.70821,676.6977,406.4055,307.3004,380.3898
Cer(d21:0/26:0)+HCO2,766.7293,720.72381,690.7133,420.4211,307.3004,394.4054
Cer(d21:0/8:0)+HCO2,514.4476,468.44211,438.4316,168.1394,307.3004,142.1237
Cer(d22:0/10:0)+HCO2,556.4945,510.48901,480.4785,196.1707,321.316,170.155
Cer(d22:0/12:0)+HCO2,584.5258,538.52031,508.5098,224.202,321.316,198.1863
Cer(d22:0/13:0)+HCO2,598.5415,552.53601,522.5255,238.2177,321.316,212.202
Cer(d22:0/14:0)+HCO2,612.5571,566.55161,536.5411,252.2333,321.316,226.2176
Cer(d22:0/14:1)+HCO2,610.5415,564.53601,534.5255,250.2177,321.316,224.202
Cer(d22:0/15:0)+HCO2,626.5728,580.56731,550.5568,266.249,321.316,240.2333
Cer(d22:0/15:1)+HCO2,624.5571,578.55161,548.5411,264.2333,321.316,238.2176
Cer(d22:0/16:0)+HCO2,640.5884,594.58291,564.5724,280.2646,321.316,254.2489
Cer(d22:0/16:1)+HCO2,638.5728,592.56731,562.5568,278.249,321.316,252.2333
Cer(d22:0/17:0)+HCO2,654.6041,608.59861,578.5881,294.2803,321.316,268.2646
